Prob_MIRA_SR,Prob_RRAB,Prob_RRC,Prob_CEP,Prob_T2CEP,Prob_DSCT_SXPHE,Class,Pred,True_T_eff,Pred_T_eff,True_Radius,Pred_Radius
4687621594275779328,0.00013590395,0.13728496,0.058000106,0.76001465,0.02390815,0.020656222,CEP,CEP,5680.96,5449.1562,6.017344,5.161931
1987394862378579968,0.99974805,1.0212254e-06,5.1371776e-06,3.1152763e-06,1.517867e-05,0.00022747095,MIRA_SR,MIRA_SR,3591.1567,3666.981,-1.0,92.66744
1858213722264871040,0.041717637,0.007508318,0.058605567,0.1965284,0.29173976,0.40390036,DSCT_SXPHE,DSCT_SXPHE,4116.0566,4581.8896,1.8408842,40.940247
6858007034391055616,3.8524013e-06,0.028951047,0.5999369,0.0004804326,0.11616755,0.25446025,DSCT_SXPHE,RRC,7250.5957,7505.7856,-1.0,0.13129234
5040279018189027200,4.6195714e-06,0.3337639,0.4406616,0.001480127,0.07448252,0.14960726,RRAB,RRC,6621.641,7302.8433,0.7624092,-0.2338705
4685937554844229760,0.00011116389,0.19189636,0.35489225,0.36197662,0.045090884,0.046032675,DSCT_SXPHE,CEP,5613.5635,6255.772,10.766435,4.131959
5952522654459018880,3.939553e-05,0.38982713,0.5548005,0.01239463,0.022057613,0.020880671,RRC,RRC,6467.6523,5156.6304,1.4776292,7.682612
245780950924021248,0.9995646,8.75702e-07,5.3466947e-06,4.3359473e-06,2.409247e-05,0.00040080617,MIRA_SR,MIRA_SR,-1.0,3758.1423,104.42785,88.23082
4689014572489604992,5.5979683e-05,0.09832178,0.23704919,0.59038323,0.024715062,0.04947478,CEP,CEP,6443.0986,6662.414,1.3564243,-1.3464637
5345621407352151168,1.6922335e-05,0.24091434,0.6300118,0.023638785,0.04915039,0.056267828,RRAB,RRC,5384.7314,6426.2793,3.0424151,3.6472306
5823105256810680576,9.344354e-06,0.18777877,0.7278672,0.0028754722,0.04275759,0.038711645,RRAB,RRC,5655.5117,6411.956,3.169995,3.2193975
5934907997172164992,0.19944386,0.0022520805,0.013387288,0.11847932,0.22620478,0.44023263,DSCT_SXPHE,DSCT_SXPHE,3986.622,4615.7734,12.613127,34.650154
5341272941976695040,0.99996877,2.454926e-07,3.1139884e-06,1.5593851e-07,1.7199932e-06,2.6104506e-05,MIRA_SR,MIRA_SR,-1.0,3485.588,-1.0,86.96188
4688969355065523712,3.443011e-05,0.38166642,0.39933237,0.1495767,0.034507688,0.034882374,CEP,RRC,-1.0,6567.002,-1.0,3.3404164
5534477372825283072,0.0025244548,0.041327327,0.1759057,0.31250545,0.2420489,0.22568808,DSCT_SXPHE,CEP,4667.828,4946.01,1.3825965,14.311769
5336136294192726272,0.0055617467,0.5221134,0.1995957,0.08892958,0.067791134,0.11600841,RRAB,RRAB,-1.0,4991.813,-1.0,13.9655285
469323518962471040,8.8200526e-05,0.9630497,0.0240638,0.0011128124,0.0042968765,0.0073886383,RRAB,RRAB,4349.3066,5259.69,6.3604565,4.036671
5250877692982717952,3.5014342e-05,0.75187194,0.17255361,0.035419177,0.021235522,0.018884728,RRAB,RRAB,4987.6943,5858.4453,8.1029215,4.713062
458002569287801600,0.9998958,4.0570202e-07,3.450221e-06,7.587945e-07,5.5993155e-06,9.400787e-05,MIRA_SR,MIRA_SR,-1.0,3688.4558,-1.0,88.05222
5721153105519396096,3.5245596e-06,0.05887302,0.6711433,0.00054719916,0.09353412,0.17589882,DSCT_SXPHE,RRC,7027.6113,7245.0645,0.83973074,-0.55647564
2166389269407411200,0.14137681,0.14752299,0.08643652,0.18044288,0.13958798,0.30463284,DSCT_SXPHE,DSCT_SXPHE,4000.083,4485.0757,48.369038,19.291874
4657357120114990592,9.774058e-06,0.012792282,0.10593514,4.607268e-05,0.10689788,0.7743189,DSCT_SXPHE,DSCT_SXPHE,-1.0,8211.276,-1.0,-1.6619525
2367021897767520000,3.3361655e-06,0.3456434,0.35087326,0.0010292192,0.07758812,0.22486266,RRC,RRC,-1.0,7507.624,-1.0,-2.107039
6638850834852370048,0.00033881463,0.0022533056,0.04384817,0.0050066127,0.30751467,0.6410384,T2CEP,DSCT_SXPHE,-1.0,7911.744,-1.0995708,1.5897698
6687344726475600512,4.041454e-06,0.07804359,0.7069449,0.0535914,0.043821003,0.11759503,RRC,RRC,7420.583,7415.9717,1.484395,2.5029912
2719990698224592000,2.4283763e-06,0.41931486,0.42730138,0.044351872,0.06809248,0.040937006,RRAB,RRC,6961.616,5287.842,2.246008,-2.089971
4688865863517608576,6.83232e-05,0.17296527,0.11468936,0.6693977,0.022520963,0.020358412,DSCT_SXPHE,CEP,5028.9243,5825.577,12.949659,8.336042
4659661632076538752,0.00029274385,0.010659992,0.026955266,0.9267017,0.017118353,0.018272005,CEP,CEP,5636.3794,6273.444,4.3027487,7.9042587
6439392892927642880,8.1439275e-06,0.007955585,0.36751223,0.00048017222,0.17994736,0.4440965,DSCT_SXPHE,DSCT_SXPHE,7367.587,7749.0547,-1.0,-0.7570462
4660535228432417024,0.0010869779,0.0035873675,0.0066026542,0.94509953,0.021308558,0.022315001,CEP,CEP,5461.5264,5707.875,-1.0,4.5759025
2212708193885976064,0.99997663,1.6422797e-08,2.9098643e-07,8.716133e-08,4.969499e-07,2.2495493e-05,MIRA_SR,MIRA_SR,-1.0,3431.1196,-1.0,101.74526
4661943251851986304,9.599699e-06,0.84604466,0.10043311,0.0066181384,0.019578097,0.027316421,RRAB,RRAB,-1.0,6532.926,-1.0,1.2108202
4685984588971969280,0.00049321254,0.012079014,0.031970173,0.88784236,0.033537395,0.034077913,CEP,CEP,7380.411,6135.3467,-1.0279016,5.4668846
4240478940007190016,6.0310863e-06,0.8183811,0.12645589,0.0043686335,0.020873383,0.029914968,RRAB,RRAB,5305.764,5906.4326,6.7876554,3.539999
6057571094929552640,0.999074,9.168542e-05,0.00022500331,2.7042558e-06,4.875603e-05,0.0005578332,MIRA_SR,MIRA_SR,-1.0,4133.813,-1.0,64.973854
4688874968823181312,6.235073e-05,0.1676744,0.14242221,0.6485479,0.016707834,0.024585389,CEP,CEP,6013.1445,6371.6865,-1.0,-0.48520613
4688442757667459968,0.0003044562,0.03237264,0.05199465,0.86695206,0.024596117,0.023780035,CEP,CEP,5612.715,5453.2793,1.4621654,5.046139
4685929720754211968,0.00010739008,0.063624874,0.1303068,0.75152194,0.022076916,0.03236213,CEP,CEP,5942.6904,6395.5586,-1.0,0.12186861
4663628841830049536,0.003645696,0.003072249,0.0063024,0.84643716,0.06822525,0.07231722,CEP,CEP,6803.121,6234.263,2.7042255,1.8179488
4538921442715734912,0.99379504,0.00012733872,0.00019894796,0.0006134212,0.0027050688,0.0025602032,MIRA_SR,MIRA_SR,3778.8755,3730.8115,80.17407,76.48952
4756095536336043648,0.9061502,0.0004755625,0.0009743091,0.008920813,0.010141087,0.07333803,MIRA_SR,MIRA_SR,4175.3047,3992.0046,13.960154,30.322151
1748090172380390912,1.0069347e-05,0.035499446,0.49013022,0.018586913,0.21320306,0.24257028,T2CEP,RRC,6880.1396,6807.79,-0.9744177,3.4705887
4657179274250191104,4.4982742e-05,0.3092766,0.1574926,0.49045092,0.021614948,0.021119926,RRAB,CEP,-1.0,5964.067,-1.0,6.803943
4688970763814695680,7.0695925e-05,0.28619915,0.12187572,0.5457074,0.022657527,0.023489581,CEP,CEP,5851.0024,6385.4946,1.4602323,1.9458337
6679516719081016192,0.03220414,0.09185012,0.33871388,0.1266125,0.26417166,0.1464477,DSCT_SXPHE,RRC,3841.0955,4447.7427,114.23484,45.272636
2143181778694439680,3.997859e-05,0.21700945,0.13254079,0.61397314,0.019965554,0.016471041,RRAB,CEP,6692.7695,6462.3438,2.4557414,3.6000316
1334599720740513024,1.5268273e-05,0.22869408,0.23843092,0.4918649,0.018842833,0.022152008,RRAB,CEP,6604.625,6588.5645,2.2943335,5.823815
6637406931270071168,0.00027400535,0.0014114993,0.045579214,0.004702237,0.34795982,0.6000732,T2CEP,DSCT_SXPHE,7094.2393,7606.7656,-0.996881,2.663516
6066975763296424704,6.5949953e-06,0.19050623,0.74801725,0.0054373783,0.028093474,0.02793911,RRC,RRC,7280.5933,6096.549,0.8803239,4.3216114
429562773322439296,0.0017166592,0.43192917,0.4290719,0.02076925,0.052952457,0.06356056,T2CEP,RRAB,4061.2776,4756.179,34.264816,19.005838
5938144581463245440,0.99980646,3.6339986e-06,3.1249907e-05,1.5317496e-06,1.17760865e-05,0.00014544307,MIRA_SR,MIRA_SR,-1.0,3694.969,-1.0,81.487915
4651837954026617728,0.0005266482,0.030301644,0.11089487,0.5972683,0.101565085,0.1594435,CEP,CEP,6606.4424,6768.0386,-1.0,0.21403599
5283191442059466496,1.2767668e-05,0.7042224,0.17019874,0.07307692,0.021513417,0.030975766,RRAB,RRAB,-1.0,6907.54,-1.0,3.2648754
5891430318134317568,0.99998736,1.887567e-08,2.4746413e-07,3.1138708e-08,2.5632247e-07,1.2129578e-05,MIRA_SR,MIRA_SR,-1.0,3377.394,-1.0,101.5663
5881114562610543488,1.0,3.115596e-09,2.2691703e-11,1.1918841e-11,1.8622276e-10,1.12126856e-10,MIRA_SR,MIRA_SR,-1.0,2625.669,-1.0,93.96229
4651699827871134848,0.00014598602,0.17619401,0.07281768,0.7055795,0.024896158,0.020366592,CEP,CEP,5440.557,5703.941,11.309973,6.3974323
1871493829874224000,0.99996567,7.0086946e-07,1.0422737e-06,7.2485597e-07,1.386065e-05,1.7982951e-05,MIRA_SR,MIRA_SR,-1.0,3522.446,-1.0,96.60836
67278193089475968,9.430493e-05,0.0031159369,0.15027656,0.0032678775,0.3235077,0.51973754,DSCT_SXPHE,DSCT_SXPHE,7274.5938,7641.879,0.7624092,2.2897115
5933612841266415872,0.00011450766,0.86974543,0.108119875,0.0020939447,0.010830265,0.009096062,RRAB,RRAB,4348.1616,5282.8477,3.2995076,8.224316
4687198419751441152,0.00039021086,0.0121344915,0.035979997,0.8770205,0.035924204,0.038550645,CEP,CEP,-1.0,6235.7686,-1.0,2.8076181
4685928243352595712,2.2023829e-05,0.1112897,0.30287638,0.52228266,0.033252355,0.030276937,CEP,CEP,-1.0,6023.299,-1.0,1.7553124
4651323966686672896,0.9981426,0.00038233714,0.00012995582,0.00012892397,0.00051004445,0.0007061422,MIRA_SR,MIRA_SR,-1.0,3938.599,-1.0,27.906801
4658427357343051904,0.0045022476,0.060543526,0.10681307,0.65000325,0.07404692,0.10409097,DSCT_SXPHE,CEP,4595.003,5143.4707,12.613779,8.267785
5282988105432632960,9.9229714e-05,0.11609842,0.09220177,0.75165427,0.021469697,0.01847663,CEP,CEP,5766.37,6077.2266,5.405541,6.175621
5393095158331561216,0.00024467666,0.00088492717,0.036751274,0.0040270616,0.38301438,0.5750777,DSCT_SXPHE,DSCT_SXPHE,7220.5977,7551.988,1.6970282,5.1530333
4658042287684443648,0.001178038,0.017899733,0.060929317,0.6605154,0.10906753,0.15041,DSCT_SXPHE,CEP,5771.9307,6347.087,11.685293,1.4030399
4688826757808111360,3.1445972e-05,0.092495285,0.30835742,0.5335222,0.030331608,0.035262097,CEP,CEP,-1.0,6207.922,-1.0,2.2735243
1852749557493420032,0.00087728014,0.048435606,0.710784,0.05537545,0.09200232,0.09252536,T2CEP,RRC,4854.08,5181.883,45.248135,13.880724
4662940410095896064,0.0002646031,0.010751235,0.0318584,0.9142224,0.02234314,0.020560203,CEP,CEP,5650.6597,6159.01,0.67396593,6.0719604
5382432227708358528,9.072483e-06,0.927889,0.025433589,0.00073198526,0.01759235,0.02834399,RRC,RRAB,-1.0,6721.497,-1.0,1.9883485
5875774200300840064,5.205988e-06,0.97929364,0.016390108,0.0007489845,0.0016171588,0.0019448943,RRAB,RRAB,6727.634,5396.631,1.8594027,5.340233
4661517465987440512,3.1236154e-06,0.33984435,0.31387228,0.008986375,0.079284176,0.25800967,RRC,RRAB,-1.0,7902.7188,-1.0,-4.3873267
5693131776805862400,0.9989102,1.1347878e-05,1.6980603e-05,5.9510654e-05,0.00043299753,0.0005690405,MIRA_SR,MIRA_SR,-1.0,3633.57,58.69656,88.74364
6493617301714215808,2.8062843e-07,0.05718218,0.77998835,0.0018986596,0.033283595,0.12764694,RRC,RRC,7157.602,7300.0835,0.68315506,-1.3110795
4237699718208152192,1.1250636e-06,0.8840216,0.057136923,0.0004477056,0.021256506,0.037136167,RRAB,RRAB,6501.4917,6670.2695,-0.5968194,-1.6665797
1344868957481197696,0.0007422848,0.0051942836,0.032518562,0.06641614,0.24860702,0.6465217,DSCT_SXPHE,DSCT_SXPHE,7596.2803,7830.8745,1.3307195,-0.0022554398
4657120690857471872,0.00015548288,0.06904051,0.07465447,0.812187,0.023036027,0.02092649,CEP,CEP,5346.0674,5533.1313,3.6832137,4.9168305
5254463303506769280,0.9995104,2.162069e-05,0.00011424742,4.862486e-06,2.4517938e-05,0.00032438408,MIRA_SR,MIRA_SR,-1.0,3529.4766,-1.0,66.91325
1366483947333502336,1.7021268e-05,0.078730136,0.19988666,0.6880702,0.017012555,0.016283536,RRC,CEP,7273.5938,6442.8555,0.8600278,-2.5210443
4821083541172063360,0.015009308,0.55293965,0.026694382,0.32706803,0.04932735,0.028961297,RRAB,RRAB,-1.0,3990.0896,-1.0,10.759096
2073935223599391872,0.0046787257,0.2706879,0.074930765,0.5277045,0.06477262,0.057225484,DSCT_SXPHE,CEP,3984.5024,4298.2656,51.122402,18.946535
6778558458769302400,2.1330497e-06,0.13466752,0.75545675,0.0058916043,0.050727792,0.053254165,RRAB,RRC,6378.659,6035.463,1.3374853,0.2883277
5594692676872156800,0.46826094,0.18723843,0.1013478,0.070002645,0.085848525,0.08730165,RRAB,MIRA_SR,3397.376,4234.7163,9.6611,35.381794
5857685138049144064,0.99936205,6.9447374e-06,3.453666e-05,1.3016864e-05,4.7042795e-05,0.0005364285,MIRA_SR,MIRA_SR,3110.088,3797.211,127.71392,87.760445
5644750486351692928,2.7091655e-05,0.039712418,0.39985913,0.032501854,0.24169871,0.2862008,RRC,RRC,6823.413,6702.545,1.8217082,3.9263382
4658574215076243840,0.0011370976,0.012099876,0.026911773,0.87073386,0.04546999,0.04364749,CEP,CEP,5490.7236,5535.35,2.9815247,3.7610507
4868889860070695936,0.0019735498,0.8309836,0.10461598,0.013094624,0.012058503,0.03727377,RRAB,RRAB,-1.0,4892.787,-1.0,22.331211
5351014065236063232,0.9999529,4.5391036e-07,5.0415733e-06,3.3033737e-07,1.6625169e-06,3.960874e-05,MIRA_SR,MIRA_SR,-1.0,3394.0977,-1.0,83.41169
5308333532105646592,0.99877757,1.9420354e-06,9.335176e-06,2.0719113e-05,6.9005575e-05,0.0011214766,MIRA_SR,MIRA_SR,3454.0283,3769.3213,59.081516,79.22889
5544259212380322560,0.014077191,0.15867649,0.045598008,0.6253729,0.078316964,0.077958465,DSCT_SXPHE,CEP,4013.3845,4194.4155,33.653393,17.660418
5064846024964022400,1.737121e-05,0.21299239,0.15210982,0.00013141453,0.1484692,0.48627976,DSCT_SXPHE,DSCT_SXPHE,-1.0,6950.042,-1.0,-1.1804233
6883487052429901440,1.9049113e-06,0.03787436,0.58863753,0.007237445,0.12513056,0.24111822,DSCT_SXPHE,RRC,7482.578,7480.0186,-1.0,0.94508743
4652829610407714816,0.7846792,0.024457604,0.015651599,0.017098356,0.028477786,0.12963553,MIRA_SR,MIRA_SR,3226.3232,4363.572,20.15719,25.509928
1532419076805906816,2.0562773e-06,0.8882306,0.06031437,0.00017277042,0.017374266,0.03390597,RRAB,RRAB,6653.339,6152.412,1.2881927,0.7594757
5844854352718847232,0.999652,1.56128e-06,1.00891775e-05,4.6299447e-06,2.4655003e-05,0.00030703624,MIRA_SR,MIRA_SR,3661.0068,3839.0752,-1.0,100.35382
5402683376464756864,7.5714985e-07,0.048674546,0.70119756,0.00031037786,0.0750933,0.17472349,RRC,RRC,6850.463,7052.006,-1.0,-1.0150394
6032767761885710592,3.651597e-06,0.18361333,0.7469921,0.0008530071,0.037243523,0.031294383,RRAB,RRC,5640.213,6188.209,3.6010602,0.7397642
4514464593291049600,0.99999595,1.489747e-07,4.065708e-07,1.0827267e-08,1.4678367e-06,1.9668498e-06,MIRA_SR,MIRA_SR,-1.0,3746.1165,-1.0,81.24733
5279839722603458304,0.0033114837,0.010736623,0.019827515,0.8455509,0.060940348,0.059633143,DSCT_SXPHE,CEP,5114.7056,5807.751,8.88593,4.111533
4304925508413323264,4.2216006e-06,0.9358179,0.045547906,0.003957676,0.0071072583,0.0075649656,RRAB,RRAB,5648.482,6423.1353,4.322079,2.0544338
1832609596851627264,0.99973625,3.2846316e-07,2.0272237e-06,1.8698041e-06,1.2812411e-05,0.00024668736,MIRA_SR,MIRA_SR,-1.0,3630.9807,-1.0,95.32254
3942778465899541120,2.7523186e-07,0.21217886,0.66697365,0.0065914597,0.049306657,0.06494909,T2CEP,RRC,-1.0,6213.4707,-1.0,-2.3995347
2025019531864544640,4.540943e-05,0.3989089,0.55077,0.009689706,0.0238068,0.016779179,RRC,RRC,4514.6987,5227.6855,3.0366158,8.394436
6016423177890033792,0.9999994,2.632119e-09,1.2871826e-08,2.6502598e-09,2.2638864e-07,3.196223e-07,MIRA_SR,MIRA_SR,-1.0,3612.6882,-1.0,118.95736
3746534057161640448,9.571579e-06,0.43102047,0.18586978,0.00054084376,0.10211486,0.2804444,T2CEP,RRAB,-1.0,7330.332,-1.0,-2.238276
5336935883975107584,0.9999846,1.1286598e-07,1.7282237e-06,5.0910444e-08,4.3946287e-07,1.2997301e-05,MIRA_SR,MIRA_SR,-1.0,3518.0369,-1.0,82.424034
5620098679741674496,0.0033906251,0.095938444,0.61958075,0.072143346,0.096784145,0.11216264,CEP,RRC,4034.1628,4783.5347,156.81532,17.82413
6098625519040673664,2.7340375e-06,0.08171807,0.74879354,0.008212414,0.04471568,0.116557635,RRC,RRC,6106.415,6711.745,0.45361042,0.61286116
4659939705454767872,7.356008e-06,0.08677128,0.66055816,0.005540256,0.05019588,0.19692706,RRC,RRC,-1.0,7832.983,-1.0,-3.7857814
4232486620039230080,2.0513037e-06,0.8611478,0.043261845,0.0006819581,0.04302406,0.0518823,RRAB,RRAB,6605.6426,6225.3887,0.85906076,-1.7234702
5594382644652353664,0.12938055,0.028210862,0.051598653,0.26485234,0.2822731,0.24368441,DSCT_SXPHE,T2CEP,3783.3022,4255.2305,51.485863,42.946323
1467699662027109376,9.582963e-05,0.0114823785,0.090497315,0.06187023,0.536652,0.29940224,DSCT_SXPHE,T2CEP,7616.5684,6290.8877,-1.0,7.0637255
5253709828807439744,0.9997739,3.9243997e-07,2.5968436e-06,3.1250663e-06,8.595437e-06,0.0002113568,MIRA_SR,MIRA_SR,-1.0,3706.5295,-1.0,88.58617
4651592384949979392,1.076839e-05,0.32667577,0.32573548,0.3029519,0.019379154,0.025246931,RRC,RRAB,-1.0,7035.6167,-1.0,2.6378317
2423786354510695296,0.00017736436,0.0068141893,0.11241108,0.0040932926,0.2983995,0.5781046,DSCT_SXPHE,DSCT_SXPHE,7212.598,7833.449,0.7508116,0.46720648
4444627974049857920,6.028678e-06,0.5090918,0.38447547,0.003989936,0.042390667,0.0600462,RRAB,RRAB,6492.6504,6679.51,1.2282691,1.0250311
5856994365517642112,0.00012475111,0.3352216,0.17182359,0.43243617,0.03144729,0.028946616,DSCT_SXPHE,CEP,4856.532,5622.6353,28.501795,11.516073
1129975727729802112,2.6275615e-05,0.14881426,0.61557823,0.05005254,0.0351816,0.15034702,DSCT_SXPHE,RRC,-1.0,7482.8545,-1.0,-2.580154
5950416058933456896,0.9995431,6.2051045e-06,4.4046523e-05,3.6091544e-06,2.7969678e-05,0.00037511703,MIRA_SR,MIRA_SR,-1.0,3830.5212,-1.0,82.64698
4650675186088163840,0.000104741426,0.20553891,0.0787539,0.66855633,0.025606588,0.021439552,RRC,CEP,-1.0,5877.216,-1.0,4.390617
4782936363202795904,7.743247e-05,0.3302999,0.37250715,0.17552575,0.029572258,0.09201749,RRAB,RRC,6754.632,6931.1875,-1.0,0.420146
2110636097074444928,0.000751048,0.019041758,0.05090008,0.80247396,0.06270114,0.06413195,RRAB,CEP,6423.156,6294.9033,2.975726,2.0537782
5643842358467197568,0.00018520726,0.013858585,0.14138182,0.038144317,0.46451512,0.3419149,RRC,T2CEP,6627.8843,6483.3604,-0.8096862,11.700779
1604347997919319936,5.7775437e-06,0.8685194,0.07813809,0.011692323,0.018842934,0.022801463,RRAB,RRAB,6902.341,6877.5547,1.9976139,-3.0817704
5533599103554402048,0.9999938,1.2379978e-06,2.390303e-06,1.2363024e-08,1.3949776e-06,1.2682824e-06,MIRA_SR,MIRA_SR,-1.0,4136.965,-1.0,71.01662
1608039363395633408,1.4132061e-05,0.06304219,0.6046214,0.036816053,0.09098563,0.20452058,T2CEP,RRC,7388.89,7429.6196,-1.0,-1.2839341
5613972681993587200,0.0012922982,0.07525389,0.64958096,0.09901949,0.091097556,0.08375586,CEP,RRC,5015.092,5261.119,60.779263,17.222363
5985088127309989760,0.9993019,0.00016107985,0.00014108012,1.9953546e-05,0.00017518802,0.00020081556,MIRA_SR,MIRA_SR,-1.0,3907.814,89.520256,73.69996
5481174664009431040,0.9828944,0.00078856765,0.0007078132,0.0025216842,0.005750547,0.0073370533,MIRA_SR,MIRA_SR,3463.4097,3877.572,102.16559,38.000393
4652133310353125120,0.00024662187,0.044998866,0.079734385,0.82859606,0.021433689,0.024990408,CEP,CEP,5437.6377,5974.8975,4.400367,4.924868
6026821426849502592,6.867542e-05,0.08096371,0.79216844,0.0096756425,0.06503961,0.052084003,RRC,RRC,5328.402,5964.921,3.2260528,4.2547436
4657438110316217472,0.00018512433,0.093506925,0.1142653,0.74658746,0.02229491,0.023160199,CEP,CEP,5281.9854,5778.918,3.7653522,5.1443996
6027626784761778432,5.531678e-06,0.9385304,0.05286851,0.0008450064,0.0045099105,0.003240671,RRAB,RRAB,6194.6724,5578.5327,3.429987,3.0978546
4300926137932377600,1.6268981e-05,0.019732922,0.49880844,0.0008438008,0.14615856,0.33444005,DSCT_SXPHE,RRC,7391.585,7443.617,1.0426984,-2.4916282
5283949284754236416,0.002271116,0.0073423525,0.017039608,0.86532706,0.05496085,0.053059116,CEP,CEP,5292.966,6083.604,1.8046217,3.2105997
4300491933920900096,2.4889475e-06,0.12408345,0.7532156,0.0032053785,0.030254988,0.08923811,RRC,RRC,6697.6357,6910.6406,-1.0,-0.7814493
6029330276257726592,0.9998203,1.7931593e-06,1.4000363e-05,2.6767625e-06,1.0027024e-05,0.00015121965,MIRA_SR,MIRA_SR,-1.0,3473.9492,-1.0,86.269424
6037001190835347328,3.646775e-05,0.113282956,0.21704073,0.00030384737,0.16339529,0.5059407,T2CEP,DSCT_SXPHE,-1.0,6528.205,-1.0,1.6434178
4686036648263319424,5.1632287e-05,0.21336982,0.5968064,0.031188305,0.04447908,0.11410478,RRAB,RRC,-1.0,7391.4404,-1.0,-1.8551154
4655420678295534080,0.00017249158,0.10399628,0.110240854,0.7351567,0.027964672,0.022468967,CEP,CEP,5440.557,5002.7803,-1.0,1.4926238
3737521635226941312,1.377215e-05,0.046660736,0.54974294,0.0011142554,0.11529322,0.2871751,T2CEP,RRC,-1.0,7514.551,-1.0,-0.9883313
1298168949141206400,0.00015303477,0.7877135,0.0504563,0.007836381,0.07495255,0.07888818,RRAB,RRAB,-1.0,6422.2266,-1.0,3.1490114
6788417981397304192,1.0731472e-05,0.14663157,0.33155313,0.00032800008,0.14268045,0.3787962,RRC,DSCT_SXPHE,-1.0,7357.3896,-1.0,-3.4017901
1481133009762718720,6.1353726e-06,0.6030437,0.1606835,0.00041582977,0.06794497,0.16790591,RRAB,RRAB,6868.481,7158.107,3.075741,-4.011457
2052259898026804480,1.52337e-05,0.26318166,0.557869,0.11409983,0.026178868,0.03865541,RRAB,RRC,6142.676,6333.9775,1.5636497,1.9085627
4685635223457862400,0.0001716272,0.15687388,0.24793461,0.53877014,0.02337981,0.03286996,CEP,CEP,6452.6533,6626.8193,1.0359325,-0.014086723
4844048250267280640,1.2092708e-05,0.50648713,0.24263899,0.0053948704,0.06476452,0.18070243,T2CEP,RRAB,-1.0,6944.502,-1.0,-0.45459557
4688956779396957440,3.0905765e-05,0.4010504,0.2921092,0.25999516,0.018989159,0.02782526,CEP,RRAB,-1.0,6758.332,-1.0,0.92532206
4655179193833068416,4.017939e-05,0.142393,0.3956319,0.0019322499,0.08900252,0.3710001,RRC,RRC,-1.0,7791.7236,-1.0,0.6334157
4685695215566657408,2.1181437e-05,0.1322286,0.6418672,0.10790949,0.04333043,0.07464296,CEP,RRC,6352.3115,7056.431,-0.174294,0.6214385
4685943941405943424,0.0016967268,0.038333423,0.03836298,0.8574577,0.030633928,0.033515282,T2CEP,CEP,4869.7686,4931.675,-1.0,6.7006793
4657663437244918144,2.9049728e-05,0.19078739,0.39950508,0.3583262,0.018958636,0.032393675,RRAB,RRC,-1.0,7122.925,-1.0,-0.14381504
5877266340663979776,0.999146,5.491326e-06,2.9648594e-05,1.5482594e-05,5.6552184e-05,0.00074686704,MIRA_SR,MIRA_SR,-1.0,3739.7349,-1.0,83.33374
1834207054123291136,0.9999312,3.5095127e-07,4.1664034e-06,3.8784162e-07,1.6640242e-06,6.2223e-05,MIRA_SR,MIRA_SR,-1.0,3210.2817,-1.0,105.73737
4449384603088167936,2.273594e-05,0.7610581,0.11409727,0.0015485819,0.042788927,0.08048435,RRAB,RRAB,6881.622,6740.1987,1.0040379,-1.0405884
4756975003904402816,0.00039786822,0.22223607,0.20809907,0.003004192,0.19442296,0.37183973,T2CEP,DSCT_SXPHE,-1.0,7153.668,-1.0,-0.41879797
2882734843092142976,0.00019259892,0.16077273,0.16363598,0.62915444,0.01981224,0.02643203,RRAB,CEP,6332.362,6327.327,5.993181,0.3954978
4658907985568414080,4.8855265e-05,0.4091763,0.34052235,0.0065519386,0.07478035,0.16892023,RRAB,RRAB,-1.0,7269.0596,-1.0,-0.914588
4649907692617316480,0.0002744375,0.03260306,0.07579418,0.84150934,0.023436805,0.02638216,CEP,CEP,5614.2695,6187.0884,4.744113,4.3362665
4512963519417785216,0.9999684,2.490357e-07,8.6837986e-07,7.699504e-07,1.1632876e-05,1.8093873e-05,MIRA_SR,MIRA_SR,-1.0,3602.0264,-1.0,109.88547
5831441307302817664,2.5231455e-05,0.95811343,0.027114073,0.00052318425,0.0065913815,0.007632575,RRAB,RRAB,6123.6777,6121.4385,1.5713816,2.8205166
4638039800317721600,6.1293125e-05,0.1530501,0.27445978,0.5284837,0.02021105,0.023734063,RRC,CEP,-1.0,6409.668,-1.0,2.488185
4661962806851474816,0.0040339692,0.009571585,0.012536804,0.80315584,0.07824635,0.09245548,CEP,CEP,5593.203,6260.693,3.8687842,2.730578
5341977454031959552,3.3968474e-05,0.21822539,0.6801971,0.011953872,0.050070025,0.03951968,RRC,RRC,5283.219,6049.9395,3.2763114,3.303362
1731500848315215360,0.0006876406,0.002485912,0.053622372,0.0073643522,0.3690545,0.5667852,T2CEP,DSCT_SXPHE,7313.372,7607.663,-0.74336576,2.0289326
1972099380024567424,0.9985922,9.087789e-06,4.314683e-05,4.2139058e-05,9.537378e-05,0.0012180782,MIRA_SR,MIRA_SR,3774.1184,3678.0383,143.09798,86.43426
4687479344985969024,6.786711e-05,0.34073457,0.18550222,0.42703283,0.023425084,0.023237407,CEP,CEP,6843.625,6227.0205,1.340385,3.9936368
4657174120283066624,0.0013396827,0.015674282,0.042232852,0.8023442,0.066832595,0.071576364,CEP,CEP,5712.84,6009.05,-1.0,2.7762785
1764659709531871744,9.2300564e-07,0.071550325,0.74061066,0.0028319587,0.037282262,0.14772388,RRC,RRC,6897.621,6743.091,0.7237487,-0.5572691
