Prob_RRC,Prob_MIRA_SR,Prob_RRAB,Prob_CEP,Prob_T2CEP,Prob_DSCT_SXPHE,Class,Pred,True_T_eff,Pred_T_eff,True_Radius,Pred_Radius
4689507802174939520,0.26338053,0.05281047,0.5589284,0.049771648,0.029604128,0.045504864,RRAB,RRAB,-1.0,5681.2485,-1.0,4.865351
4660526397967065600,0.2789589,0.031080747,0.647868,0.005037727,0.0124049485,0.024649698,RRAB,RRAB,-1.0,6539.8955,-1.0,-0.14488363
3541461085448812800,0.26149917,0.0020311156,0.048579898,0.01532004,0.1857917,0.4867781,T2CEP,DSCT_SXPHE,7031.292,7486.7393,-1.0,4.6120806
6373213189267749376,0.081460595,0.087717846,0.70671225,0.002920861,0.038447324,0.08274121,RRAB,RRAB,6553.7344,6482.041,4.1297708,1.5677919
2171254715740578304,0.13227181,0.8674275,2.201301e-05,1.1136602e-05,2.9153269e-05,0.00023829324,MIRA_SR,MIRA_SR,-1.0,2335.9517,-1.0,102.44777
4650175320606418560,0.10358659,0.11659374,0.47050694,0.003157569,0.07611346,0.23004165,MIRA_SR,RRAB,-1.0,7076.6377,-1.0,2.6763234
5952055804396505856,0.3151797,0.03021464,0.57067794,0.011385005,0.042146645,0.030396124,RRC,RRAB,6525.782,5561.991,2.1292462,5.544429
6798616677596379136,0.4768543,0.0046670483,0.11418561,0.007795479,0.12886952,0.26762804,DSCT_SXPHE,RRC,7076.8413,7217.069,0.71938944,4.2516823
5480965202747693568,0.40103078,0.028862853,0.38475427,0.07477517,0.029157287,0.08141971,MIRA_SR,RRC,6403.799,6860.699,-1.0,-0.23240805
6019315374531637120,0.102537565,0.8951776,0.0002526184,0.00027829717,0.00059291633,0.001161025,MIRA_SR,MIRA_SR,-1.0,3646.3127,140.16353,85.96294
2089679920848326272,0.21570565,0.059041124,0.66216946,0.007948698,0.0177656,0.03736942,RRAB,RRAB,5938.3604,6069.3066,5.286899,3.1476262
278226336466060032,0.14403746,0.8549459,0.00014961242,0.000111188245,0.00027313476,0.00048270938,RRC,MIRA_SR,-1.0,3410.5479,-1.0,95.04387
5806631961263973504,0.3908344,0.03846835,0.40341273,0.01617063,0.053744156,0.097369656,RRC,RRAB,7227.584,6570.8076,-1.0,2.3858204
6088896112451713920,0.17522821,0.82405114,0.00014733554,8.216764e-05,0.00018982215,0.00030130576,MIRA_SR,MIRA_SR,-1.0,3532.8623,-1.0,80.34494
4661713320780909952,0.050686877,0.02011243,0.061551865,0.78724426,0.039669845,0.040734723,DSCT_SXPHE,CEP,4723.43,4611.7017,12.344027,12.6667385
4685990709371857792,0.27394176,0.03140579,0.40528882,0.18687312,0.04331527,0.059175294,CEP,RRAB,7190.647,6305.9478,1.5879617,5.5942764
1386934073335824512,0.6088987,0.007624736,0.10816191,0.03480266,0.051834628,0.18867737,RRC,RRC,-1.0,7303.7764,2.3200026,2.8402762
5273896690446674816,0.16511016,0.16164559,0.34444326,0.1707132,0.06302125,0.09506652,DSCT_SXPHE,RRAB,3734.4888,4398.0166,61.42652,17.680737
4661472115435096704,0.18282284,0.75321317,0.024272969,0.0086377105,0.011454501,0.019598845,MIRA_SR,MIRA_SR,3555.627,3835.401,20.036171,46.227894
4357284286465106944,0.5010948,0.004736905,0.20396382,0.015871814,0.14576301,0.12856968,RRC,RRC,6031.626,6314.26,5.248167,1.2268624
4375120529732443776,0.19575535,0.044956073,0.6476707,0.0053061247,0.046108294,0.060203478,MIRA_SR,RRAB,6281.052,6219.499,-0.33275986,3.1410897
5937576408824449536,0.17756382,0.55324,0.011717945,0.020972885,0.10851822,0.12798706,MIRA_SR,MIRA_SR,3701.106,4085.6028,7.868041,52.28219
4685950405390279936,0.32241654,0.018045941,0.27629668,0.26611465,0.046349555,0.07077661,CEP,RRC,-1.0,6262.0728,-1.0,6.0252547
5875606696551766528,0.2135371,0.14071938,0.05028551,0.033651505,0.3330667,0.22873981,RRC,T2CEP,3589.3027,4375.088,-0.038264275,40.378044
4660381709128166656,0.059996344,0.005427219,0.03890213,0.7660467,0.048177846,0.08144979,CEP,CEP,5972.7266,6366.341,9.712068,5.556263
4517829511181661952,0.3869984,0.025638696,0.33851436,0.07776479,0.10302824,0.06805553,RRC,RRC,4775.7705,5187.6753,2.5891924,17.630692
6638850834852370048,0.17438874,0.0015808915,0.035887163,0.016383769,0.19322136,0.5785381,T2CEP,DSCT_SXPHE,-1.0,7538.832,-1.0647106,-0.14408302
4445458796821128192,0.22222705,0.38207465,0.2218842,0.021278825,0.093244866,0.059290383,MIRA_SR,MIRA_SR,-1.0,3766.314,51.585587,37.487476
4655336389540840320,0.52807474,0.008564022,0.24570608,0.0019979912,0.04497809,0.17067902,DSCT_SXPHE,RRC,-1.0,6688.539,-1.0,-3.6875267
1260047442192835968,0.13636309,0.044691112,0.7746961,0.0013314175,0.017383749,0.025534516,RRAB,RRAB,-1.0,6947.538,-1.0,-1.9250431
4654903358056969216,0.19185102,0.026295101,0.36116236,0.35955766,0.030041106,0.031092765,CEP,RRAB,5308.112,5407.391,6.437249,7.9405813
2198268204613812608,0.15506865,0.84464085,0.00015864981,6.7729284e-06,2.581766e-05,9.9239616e-05,MIRA_SR,MIRA_SR,-1.0,3202.835,-1.0,72.9581
5599912745771837696,0.10346337,0.8962718,2.3199538e-05,2.095412e-05,3.8971702e-05,0.00018161564,RRC,MIRA_SR,-1.0,3379.9834,-1.0,100.4371
5834881576155129856,0.11519952,0.88408333,7.733706e-05,7.707472e-05,0.000159404,0.00040338305,MIRA_SR,MIRA_SR,-1.0,3726.2876,-1.0,94.96588
4655177858039188224,0.19795467,0.48987994,0.2665989,0.012967305,0.01711373,0.015485461,MIRA_SR,MIRA_SR,3735.3474,3818.8508,20.23758,28.780376
4111880369315900032,0.3373466,0.034511678,0.43623978,0.029857496,0.097861044,0.064183444,DSCT_SXPHE,RRAB,4587.8896,5320.2393,39.69841,9.774975
5931992092328084736,0.41253752,0.020802388,0.28786033,0.036719944,0.15149918,0.090580605,RRC,RRC,-1.0,5495.882,-1.0,13.061515
4323925172399671808,0.4742611,0.014625527,0.10715467,0.014607824,0.13797714,0.2513737,RRC,RRC,5812.9995,6730.542,2.1079435,10.595755
4637728982125271552,0.2558643,0.033859305,0.50319743,0.13782798,0.022161849,0.04708912,MIRA_SR,RRAB,-1.0,6242.9795,-1.0,4.9480586
5237644447753403392,0.1212343,0.87844753,3.2155185e-05,4.0713647e-05,6.858419e-05,0.00017666303,MIRA_SR,MIRA_SR,-1.0,3269.189,-1.0,94.0182
4657229233319361024,0.3476196,0.028473804,0.34208977,0.17540795,0.03656052,0.069848396,CEP,RRC,5504.5264,5877.833,-1.0,5.5778017
4656868077949131264,0.47428554,0.018139476,0.35390618,0.061086357,0.018320868,0.07426156,T2CEP,RRC,-1.0,7132.163,-1.0,-1.0031714
2165780449199867264,0.13001822,0.20235854,0.02073705,0.108285256,0.21472867,0.32387224,T2CEP,DSCT_SXPHE,3973.9253,4270.0645,35.14171,37.316826
5931940209189882496,0.13019654,0.8691183,9.668696e-05,7.4992146e-05,0.00020834431,0.00030516702,MIRA_SR,MIRA_SR,-1.0,3691.7134,-1.0,97.602325
6390132989590741376,0.568086,0.015387905,0.21261851,0.040804222,0.046898283,0.11620508,T2CEP,RRC,7643.617,7356.882,-0.7614279,2.4577794
4295020798432887296,0.14766018,0.8509408,0.00022580363,0.000156543,0.0003246882,0.00069190667,MIRA_SR,MIRA_SR,-1.0,3458.011,-1.0,90.75867
6028477261385117696,0.42075995,0.022867788,0.4673389,0.010796612,0.04490131,0.0333355,RRC,RRAB,5325.991,6014.417,-1.0,4.152298
6034173762341887360,0.50916594,0.0160608,0.3543358,0.0030648897,0.055515572,0.061856966,RRAB,RRC,5635.57,6355.091,2.8275957,0.98840857
4651314998795111808,0.18097746,0.09337846,0.44219476,0.017836528,0.08036402,0.18524876,RRC,RRAB,-1.0,6985.049,-1.0,3.0965507
479427824661778816,0.11085936,0.88844776,4.8790323e-05,6.2316416e-05,0.00012970391,0.00045209634,MIRA_SR,MIRA_SR,-1.0,3701.6812,-1.0,84.618286
5351161399785606016,0.16274917,0.06146897,0.4210507,0.24273522,0.05515765,0.056838293,CEP,RRAB,4166.305,4910.8076,114.53017,19.502274
2178948617076691072,0.14822118,0.84864044,0.0004447904,0.0004826513,0.0006544624,0.0015564543,MIRA_SR,MIRA_SR,-1.0,3567.385,-1.0,81.86554
4657157421313657984,0.20078027,0.032900035,0.27753732,0.38299105,0.04723953,0.05855175,CEP,CEP,5291.4404,5338.368,4.2353163,8.084329
5446721638952717696,0.33655202,0.02229543,0.5601525,0.00068384025,0.027024137,0.053292032,MIRA_SR,RRAB,-1.0,6254.5303,-1.0,-2.8804722
4232392444294432128,0.3713315,0.006853464,0.057408705,0.01584189,0.17188123,0.37668326,RRC,DSCT_SXPHE,6428.4487,7027.9707,3.1963217,10.309976
6072466866121303680,0.0407974,0.07262285,0.85859543,0.0018207616,0.011291245,0.014872298,RRAB,RRAB,4886.5815,5532.584,2.637608,4.3073196
4655482663239568000,0.24980894,0.015429336,0.28436407,0.32823694,0.056875847,0.06528483,DSCT_SXPHE,CEP,5087.9688,5585.773,0.92538166,8.109428
5003130540375754368,0.090408646,0.07642038,0.7854138,3.6919533e-05,0.011056479,0.036663786,RRC,RRAB,-1.0,5742.492,-1.0,-3.380581
4661650236294446976,0.25914574,0.014879023,0.16649316,0.37776434,0.062056415,0.11966134,CEP,CEP,6169.0576,6055.353,3.1140156,5.6625495
4685711536445185280,0.32690838,0.012822764,0.2240652,0.29314324,0.058319334,0.08474105,CEP,RRC,-1.0,6095.1416,-1.0,7.036604
1831455899912035968,0.2820752,0.04440818,0.5554989,0.00305979,0.042978786,0.07197916,RRC,RRAB,7035.911,6413.4814,1.1367302,2.003086
5328949100222702848,0.18479525,0.25713193,0.3037763,0.115133256,0.057041783,0.08212151,T2CEP,RRAB,3868.5,4155.7603,45.91227,29.779177
5714382282856653952,0.37306377,0.03818112,0.1888832,0.066952795,0.19708942,0.13582969,DSCT_SXPHE,RRC,4604.9155,5230.147,12.297447,17.830563
5721201277872723328,0.53082526,0.010189205,0.20390217,0.0052236733,0.08963215,0.16022752,RRC,RRC,6858.215,7051.21,-1.0,2.5940394
4439685192548274816,0.5413252,0.0066608395,0.19285212,0.0062809736,0.0934195,0.15946138,RRC,RRC,6997.9756,6662.1045,3.602043,3.260147
3459956388722163712,0.5394833,0.015109488,0.25051618,0.0028847312,0.061227664,0.13077858,RRAB,RRC,6625.749,6925.1084,-0.7807174,1.934216
4304820711220285568,0.1745517,0.811164,0.0033339155,0.0013881894,0.003088103,0.006474062,MIRA_SR,MIRA_SR,-1.0,3237.205,-1.0,70.871414
5699984276867542016,0.13868797,0.8493574,0.00025102994,0.0016618883,0.0016243882,0.008417292,MIRA_SR,MIRA_SR,-1.0,3671.396,40.178997,72.42929
4113270937931506304,0.4149845,0.010361226,0.2545774,0.023720773,0.15645391,0.13990214,RRAB,RRC,5701.5293,6267.83,0.43348455,6.3002853
4687523153646248576,0.21101238,0.011595173,0.20899077,0.45586267,0.046155635,0.06638336,CEP,CEP,5909.834,6269.8604,2.7150726,4.680732
6020929625071474176,0.526173,0.019508313,0.24628662,0.01810389,0.12917711,0.060751095,RRC,RRC,6612.634,5116.384,4.085229,4.9517975
2028251060900108160,0.15352015,0.84438866,0.00037493845,0.0002454483,0.0005138741,0.00095696456,RRC,MIRA_SR,-1.0,3312.218,-1.0,94.273346
5003342166300239104,0.061380003,0.08541206,0.743551,0.0010601579,0.029504795,0.07909196,RRAB,RRAB,7031.7783,6532.54,1.9520454,1.5670619
5628355805904865024,0.46774098,0.021518094,0.36963147,0.0025158364,0.057861976,0.0807317,RRC,RRC,6076.5996,6381.334,3.3473778,0.85882664
2103829295466223488,0.14559232,0.005385079,0.058560748,0.42853764,0.07798304,0.28394115,T2CEP,CEP,7242.925,7169.9727,-1.0,3.888165
6814224000337410816,0.4089257,0.02431468,0.3217754,0.0028257638,0.07198111,0.1701773,RRAB,RRC,7040.903,7109.746,0.81428385,1.1744123
2176164344400418432,0.18806724,0.8114906,0.00027398192,4.7192984e-06,4.5828234e-05,0.000117657866,MIRA_SR,MIRA_SR,-1.0,3511.3625,-1.0,79.143585
2300434756331367808,0.2549047,0.029513566,0.17698596,0.3356412,0.08248731,0.12046724,CEP,CEP,5062.897,5808.31,1.1836538,9.381828
2167293587666370432,0.16946729,0.82964414,0.00021043257,9.254669e-05,0.00025912473,0.00032652868,MIRA_SR,MIRA_SR,-1.0,3587.6807,-1.0,79.90715
4685783004697534592,0.2280946,0.03568678,0.46266538,0.17599732,0.042308617,0.055247262,CEP,RRAB,7049.8877,6160.3047,1.4562721,6.0517545
4660505919590243200,0.048160207,0.0021968875,0.022733921,0.8238345,0.03270744,0.07036699,CEP,CEP,6171.7075,6302.448,1.8973861,3.7896912
4443536335100019200,0.49976194,0.018557973,0.33143494,0.0040588644,0.056794,0.08939237,DSCT_SXPHE,RRC,7091.3164,6732.8433,2.7457924,1.3979039
5848948109403822848,0.14053604,0.8570892,0.00038345586,0.00027748905,0.00064834405,0.0010653741,MIRA_SR,MIRA_SR,-1.0,3510.6243,-1.0,89.800064
4661610580856882944,0.32310578,0.029437726,0.50659513,0.048578873,0.025467193,0.06681523,RRAB,RRAB,-1.0,6148.4854,-1.0,1.9405918
4684730973907349888,0.40993777,0.04858931,0.38236064,0.022377968,0.040329102,0.096405275,RRAB,RRC,-1.0,5936.1924,-1.0,1.280683
6061459139820395904,0.08170673,0.9169785,6.194966e-05,8.9518064e-05,0.00024135166,0.0009219283,MIRA_SR,MIRA_SR,-1.0,3778.6375,-1.0,74.05315
6679516719081016192,0.2776083,0.12815064,0.188194,0.071853675,0.2287178,0.10547556,DSCT_SXPHE,RRC,3805.6792,3465.267,114.48384,38.186172
5242509477468502016,0.16453739,0.028448373,0.40712246,0.31720498,0.035325143,0.04736161,RRAB,RRAB,6815.288,5938.876,-1.0,6.0978928
5872281120526912000,0.17239204,0.8264538,0.00031781165,3.5588815e-05,0.00017300306,0.0006277787,MIRA_SR,MIRA_SR,-1.0,3276.728,-1.0,82.738266
5279905830727292288,0.332948,0.032028344,0.48650634,0.05916128,0.021112213,0.068243876,MIRA_SR,RRAB,-1.0,6745.207,-1.0,0.77869844
5949414094593702656,0.17541018,0.81866866,0.0014112999,0.0007847748,0.0015869094,0.002138229,MIRA_SR,MIRA_SR,-1.0,3943.2869,-1.0,85.61084
5891866377554894464,0.15464902,0.84393394,0.00023527874,0.00016385145,0.00040635117,0.00061161746,MIRA_SR,MIRA_SR,-1.0,3419.8435,-1.0,84.2825
3496902586459063040,0.046863582,0.0606797,0.820967,0.00032581182,0.019692374,0.051471528,MIRA_SR,RRAB,5991.1143,6294.4727,-0.9125333,1.1509743
5287819595734156544,0.20297572,0.05035912,0.70728153,0.004941738,0.010757169,0.02368461,RRC,RRAB,-1.0,6053.997,-1.0,2.7128015
347039855803880448,0.26121336,0.066843346,0.44903976,0.07728299,0.08087099,0.06474953,T2CEP,RRAB,4325.29,4637.33,2.5628128,23.702799
509629965971797376,0.23031777,0.028342927,0.08824306,0.041081116,0.42686784,0.1851473,DSCT_SXPHE,T2CEP,3625.0532,5155.7144,43.78147,8.728262
6746894963431284608,0.12719487,0.08341506,0.7469822,0.0043046586,0.01623315,0.021870105,RRAB,RRAB,6180.217,5679.253,3.888662,1.8867993
6636512203683733888,0.4431979,0.027711624,0.28720507,0.001519304,0.05724854,0.18311751,RRC,RRC,7205.6216,7282.919,0.7813611,-0.015648365
4688754503565602432,0.23395574,0.047389537,0.5240151,0.011435504,0.038234305,0.14496976,T2CEP,RRAB,-1.0,6972.9365,-1.0,2.078856
1808392131693167104,0.516863,0.03690024,0.33381376,0.0027955314,0.03686336,0.07276417,RRC,RRC,6678.0225,6367.454,5.9560003,3.797938
1532344005072443264,0.6878155,0.0065519647,0.08532578,0.0013274481,0.06745757,0.15152171,DSCT_SXPHE,RRC,-1.0,7130.833,1.048614,4.3569365
4661177171409305344,0.25985342,0.023451144,0.33224958,0.28521523,0.041553333,0.057677265,DSCT_SXPHE,RRAB,5575.2544,6199.0234,2.4385796,4.802149
4685995141777981312,0.38380063,0.021914208,0.35790756,0.12679905,0.047614012,0.061964553,CEP,RRC,5902.846,6212.5996,2.04113,5.810326
4320108217837692672,0.16863453,0.82883185,0.00040781085,0.00012978724,0.00038839027,0.0016076635,MIRA_SR,MIRA_SR,-1.0,3171.3062,-1.0,80.712494
5798052575118663552,0.5367102,0.011324706,0.27722356,0.012734224,0.0797383,0.08226898,RRAB,RRC,6769.925,6366.375,-0.9854064,5.1980963
4303407323363992960,0.19996059,0.047131974,0.13314237,0.087701075,0.3178927,0.21417128,CEP,T2CEP,4802.622,4869.298,6.6944165,26.456942
5985113381718426496,0.15271847,0.84594065,0.00024774295,3.1302607e-05,0.0003440328,0.000717847,MIRA_SR,MIRA_SR,-1.0,3701.2034,-1.0,75.70557
4688993922281238784,0.41146478,0.017799461,0.2551498,0.17985778,0.040668618,0.09505963,CEP,RRC,6700.456,6400.047,-1.0,4.445292
6030914702484233472,0.08629503,0.9122505,0.000118916134,0.000121843004,0.0003024967,0.0009111667,MIRA_SR,MIRA_SR,-1.0,3645.4133,-1.0,87.84921
4648306563158471680,0.19167751,0.46205318,0.20618352,0.046303973,0.036020834,0.057761014,MIRA_SR,MIRA_SR,4005.4062,4136.146,26.68167,29.17195
153254431805657728,0.11906258,0.8801503,9.617383e-05,8.137737e-05,0.00021633005,0.0003933024,RRC,MIRA_SR,-1.0,3508.2427,-1.0,93.98282
4688803088239179648,0.4079859,0.035690997,0.38773733,0.016550828,0.033286203,0.11874873,RRC,RRC,-1.0,6119.897,-1.0,0.41025877
4240819509431919488,0.57623225,0.015549876,0.130857,0.008391861,0.09066957,0.17829941,DSCT_SXPHE,RRC,7080.8345,6618.699,0.94113207,4.8409348
2775393199362630016,0.37439045,0.0118302135,0.20780517,0.060893018,0.20173335,0.1433478,DSCT_SXPHE,RRC,5637.7656,6331.788,0.4977851,8.832662
5361969186743484416,0.11720255,0.8786734,0.0004426638,0.0004979039,0.0009987762,0.0021846602,MIRA_SR,MIRA_SR,-1.0,3595.1855,-1.0,92.17648
4756205998581130112,0.512257,0.019372704,0.30339834,0.021659676,0.02560194,0.11771033,RRAB,RRC,-1.0,6988.2856,-1.0,-1.5856762
4384903636302041472,0.37846375,0.0042760614,0.10312372,0.015443418,0.18097107,0.31772202,T2CEP,RRC,7014.8896,6908.6406,-0.7517824,4.403736
4528647537352925440,0.52131176,0.012744065,0.24664915,0.0033689358,0.071768284,0.14415787,RRC,RRC,6510.059,7176.3,2.0556545,1.9725161
4657282907448237440,0.14230259,0.016410965,0.21808791,0.525467,0.044439662,0.053291842,CEP,CEP,5229.416,5704.7324,-1.0,7.1609416
6874682884872750592,0.5624044,0.0067722243,0.15834592,0.0037641805,0.07929791,0.18941534,T2CEP,RRC,6991.346,7122.2417,-0.52473927,2.217988
2007691533488694528,0.22339627,0.04651281,0.44185472,0.18655,0.054857064,0.046829168,RRC,RRAB,5789.0405,4883.21,2.360672,15.9047575
5218598677275020288,0.30368507,0.051568966,0.38219476,0.108441845,0.051835537,0.102273874,RRAB,RRAB,7205.6216,6435.633,1.1773992,4.6301413
5958621057039500544,0.17533632,0.013049557,0.067233905,0.09583812,0.34473825,0.30380386,DSCT_SXPHE,T2CEP,4604.5625,5273.171,28.412651,21.279306
6058213862556970752,0.13078338,0.60775495,0.008950862,0.03569551,0.08262261,0.13419266,MIRA_SR,MIRA_SR,3656.682,4171.213,7.3048534,53.01685
2972573326858327296,0.4708252,0.021494508,0.1881357,0.016290864,0.10270464,0.20054898,RRAB,RRC,6375.04,6853.1914,2.137961,4.252503
4685990846811569792,0.26082388,0.019903231,0.23115486,0.36380607,0.045692217,0.078619845,CEP,CEP,5756.73,5957.46,3.52311,5.6951556
6486025277003744128,0.12865146,0.07795158,0.7173943,0.003815139,0.022959802,0.049227666,RRAB,RRAB,-1.0,5821.0493,-1.0,3.5837247
3535987579126185600,0.03164707,0.061512493,0.8556231,0.00039229324,0.015333771,0.035491254,RRC,RRAB,-1.0,6108.6616,-1.0,1.7645698
6501587528361831680,0.11603179,0.04844708,0.77881193,0.0002703076,0.01648869,0.039950334,T2CEP,RRAB,7486.3037,6848.291,-1.0,-1.9477215
706005177928652288,0.49271587,0.0039298395,0.09292342,0.006948096,0.1162916,0.2871912,RRC,RRC,7914.744,7610.337,0.8946533,3.0234506
4452076929108686464,0.5211524,0.00522701,0.12134021,0.0054463376,0.10682783,0.2400063,RRC,RRC,7633.697,7209.3945,3.0355825,3.6281192
5952141050905301504,0.13681702,0.8145886,0.0028610607,0.005575599,0.0135757895,0.026581971,RRC,MIRA_SR,3543.3594,3858.9644,92.57675,68.44798
5834812959754312960,0.10798489,0.8916477,3.2968444e-05,3.7846046e-05,7.3937386e-05,0.00022269781,MIRA_SR,MIRA_SR,-1.0,3667.6833,-1.0,99.76839
6011887005232508416,0.16501158,0.8150471,0.0038651372,0.0024047983,0.0050881766,0.008583265,MIRA_SR,MIRA_SR,3621.7415,3558.5662,-1.0,77.95459
5891884004102498688,0.15500857,0.844006,0.0001802111,8.606549e-05,0.0002676912,0.00045138897,RRC,MIRA_SR,-1.0,3356.428,-1.0,90.1707
4685891714589290496,0.39241233,0.020980954,0.34256494,0.12227604,0.034934927,0.08683078,CEP,RRC,-1.0,6536.4297,-1.0,4.648343
6754755372059095552,0.5238939,0.029354338,0.33144805,0.003115561,0.039559353,0.07262881,RRC,RRC,6895.1514,6574.6436,2.5785408,1.1274819
1748090172380390912,0.57429296,0.0056726187,0.07593362,0.011030326,0.113053836,0.22001663,T2CEP,RRC,6839.7637,6813.4443,-0.93932486,6.626702
1811159258860509568,0.47297227,0.017929088,0.30409998,0.001647428,0.06929886,0.13405238,RRC,RRC,6832.618,6710.997,2.3974671,-1.2513018
4690573301975819904,0.25730708,0.029635713,0.3804676,0.24340373,0.036216125,0.05296974,CEP,RRAB,5327.828,5533.766,6.0140986,6.8659515
5785398291485691520,0.53383195,0.01807772,0.24226989,0.020506477,0.06047048,0.124843456,T2CEP,RRC,7127.2725,6778.9307,-0.8696661,2.3841581
5856855590884021888,0.13098758,0.86841506,7.8892925e-05,6.699375e-05,0.00014876557,0.00030265137,MIRA_SR,MIRA_SR,-1.0,3479.9504,-1.0,94.59372
5003196511073601536,0.07592636,0.06247997,0.6865599,0.00038078066,0.039944164,0.13470884,RRC,RRAB,-1.0,7008.579,-1.0,0.66536474
5861572255279116416,0.15319525,0.8438863,0.0006179164,0.00036132964,0.0008005084,0.0011387457,RRC,MIRA_SR,-1.0,3478.8782,171.15376,91.05559
4659784498201884160,0.61180806,0.018407395,0.27531543,0.027894428,0.018544408,0.04803023,RRC,RRC,-1.0,6956.1987,-1.0,-0.34683418
4657234868168216448,0.24082357,0.01702005,0.2686779,0.371689,0.044019625,0.05776984,CEP,CEP,5464.5947,5859.498,5.525103,6.706093
1419900077636534400,0.28216636,0.0054337527,0.09443185,0.22628844,0.117567405,0.27411222,T2CEP,RRC,6851.756,6991.549,0.018748283,2.3107553
4647518350758576768,0.363632,0.012319873,0.28155443,0.23665816,0.029568793,0.07626668,RRC,RRC,7079.836,6497.366,1.3826799,-1.0555325
5856465985774840576,0.18240389,0.051741593,0.3681894,0.28297043,0.052045193,0.06264951,RRAB,RRAB,-1.0,5270.1846,-1.0,10.820637
4658121869197030400,0.15399705,0.024858208,0.21893767,0.50948757,0.040275574,0.052443877,DSCT_SXPHE,CEP,5038.912,5475.0615,4.559415,5.42929
4687762572280232576,0.19815229,0.62919444,0.06462331,0.03057053,0.029723236,0.047736183,MIRA_SR,MIRA_SR,3616.8298,3840.5256,32.14777,40.17748
5250113184491172992,0.29206538,0.029594649,0.3872982,0.19331534,0.041702382,0.056024086,RRAB,RRAB,6850.2285,6110.7954,1.1328568,3.5922318
4689013541697826304,0.37365174,0.011425802,0.1975252,0.25816616,0.06050819,0.09872292,CEP,RRC,6318.616,6345.068,-0.61460876,5.056467
5460714642403366912,0.058237333,0.08321867,0.78865427,0.002287589,0.022995716,0.044606436,RRAB,RRAB,6169.204,6138.048,3.3580291,2.6667156
4655097353141840896,0.3468541,0.043148052,0.2099843,0.008138713,0.09749312,0.2943818,RRAB,RRC,-1.0,7270.711,-1.0,1.4621887
2085216522118075264,0.10118618,0.0025510981,0.028529393,0.07307083,0.22113432,0.5735282,T2CEP,DSCT_SXPHE,6670.457,6943.205,0.51622677,3.6937397
2037370753936325632,0.2972524,0.03858393,0.52414453,0.0046183923,0.050477922,0.084922835,RRC,RRAB,6551.7383,6332.2734,0.6942134,2.192729
5915731243056776192,0.3367494,0.033622753,0.3754468,0.0026146062,0.07016169,0.18140477,RRC,RRAB,6796.071,6980.083,1.7961478,1.8764577
1996850937254692736,0.15431726,0.83865994,0.0015305495,0.0011659847,0.0018252351,0.0025010447,RRC,MIRA_SR,-1.0,3705.219,72.833694,91.804474
5870425351083578368,0.14107306,0.85662425,0.00042194995,0.00023388347,0.0008147341,0.0008321501,MIRA_SR,MIRA_SR,-1.0,3095.4138,-1.0,78.994965
5896427942055732736,0.09267195,0.90520334,6.129177e-05,0.00010192334,0.00016535068,0.0017961019,MIRA_SR,MIRA_SR,-1.0,3534.6758,-1.0,88.97919
267748059372594944,0.12808724,0.8683177,0.0009385681,0.000475633,0.0012685711,0.00091229304,RRC,MIRA_SR,-1.0,3540.962,-1.0,71.2755
6057572022642589056,0.13833082,0.8603658,0.00017866252,0.0001799148,0.00032416798,0.00062069745,MIRA_SR,MIRA_SR,-1.0,3486.8694,-1.0,98.403015
6349820048594332544,0.3880134,0.01997135,0.3434469,0.13623466,0.049289253,0.06304447,RRC,RRC,6802.31,6213.1445,0.7629628,6.854964
4688840540381309952,0.2521952,0.03356692,0.36778644,0.2520674,0.03514512,0.059238948,CEP,RRAB,5286.022,5619.0557,1.4997964,5.3009295
3473924339626900608,0.076969124,0.06624344,0.79355866,0.0011870827,0.021745913,0.04029571,RRC,RRAB,6250.253,6337.7627,-1.0,1.5340543
1884363196849461376,0.16108754,0.055626843,0.67046845,0.0001496376,0.037438642,0.07522891,RRAB,RRAB,-1.0,6430.301,-1.0,-6.805852
5347445531507613312,0.14219098,0.83631265,0.0036868746,0.0050827437,0.00455891,0.008167891,RRC,MIRA_SR,3868.5107,3620.469,28.190968,56.46791
6872134560517507328,0.46636748,0.0071798083,0.15369853,0.023506805,0.13592212,0.21332528,RRC,RRC,6192.1025,6752.247,4.74271,6.6721516
4658907985568414080,0.2003667,0.0748133,0.5676376,0.004856924,0.04680933,0.10551617,RRAB,RRAB,-1.0,6735.9883,-1.0,2.4293256
4662603615942863616,0.110276714,0.0022000691,0.034473952,0.63041306,0.060853653,0.16178252,CEP,CEP,6464.82,6586.1455,1.0518384,1.0036922
4527596850906132352,0.10950924,0.0681083,0.6910713,0.0014445888,0.042286795,0.08757981,T2CEP,RRAB,5971.7285,6329.293,8.888618,1.8249593
6460812375867528704,0.46022514,0.0027335417,0.05418551,0.014671606,0.12175395,0.34643027,DSCT_SXPHE,RRC,7269.512,7288.001,-1.0,-0.021094799
4529498834229454976,0.6240244,0.007441457,0.10057949,0.0028652167,0.08076916,0.18432026,RRAB,RRC,6471.5215,6631.451,-0.004828453,2.204637
3465118801972622592,0.5433763,0.009386296,0.16764995,0.0032977168,0.08058836,0.19570133,RRC,RRC,7184.657,7165.8193,-1.0,2.0180717
4657160376251928320,0.165773,0.018889453,0.1081585,0.47350007,0.09681683,0.13686213,CEP,CEP,5229.416,5815.971,4.397992,6.866201
