Prob_RRAB,Prob_RRC,Prob_MIRA_SR,Prob_CEP,Prob_T2CEP,Prob_DSCT_SXPHE,Class,Pred,True_T_eff,Pred_T_eff,True_Radius,Pred_Radius
4654871605359533184,0.16869903,0.15490238,0.017629633,0.5891971,0.029140348,0.040431462,RRC,CEP,-1.0,6946.4043,-1.0,4.788975
6501587528361831680,0.7857675,0.1554032,0.009394863,0.0005887372,0.01005264,0.03879301,T2CEP,RRAB,7474.2246,7097.463,-1.0,2.3265386
4652109735253949952,0.18275674,0.15190764,0.02767829,0.5238025,0.036116153,0.07773864,RRC,CEP,-1.0,6261.5176,-1.0,5.479465
4473608287359428608,0.010230542,0.12976001,0.0526347,0.0047359145,0.23879497,0.56384385,RRC,DSCT_SXPHE,6801.864,7110.1494,2.6473145,3.135798
4658121869197030400,0.09624352,0.061039746,0.04808742,0.6762347,0.037308846,0.081085734,DSCT_SXPHE,CEP,5026.781,5211.1963,4.790394,9.323221
6027747834120901248,0.32075474,0.5710875,0.045992527,0.0032619291,0.03332627,0.025577115,RRC,RRC,5209.8813,5700.4316,3.430451,5.854303
4687447768377945984,0.029891597,0.0501505,0.004948992,0.86551946,0.020408731,0.029080687,CEP,CEP,5914.194,5724.84,1.8651781,9.115693
4657705291679698048,0.3006152,0.07871485,0.0713771,0.4351731,0.048353177,0.06576658,DSCT_SXPHE,CEP,4634.6367,5167.6133,24.477283,10.909044
4311725403737706368,0.1297867,0.000302266,0.86899865,1.5836902e-05,0.00023776555,0.000658841,MIRA_SR,MIRA_SR,-1.0,3155.731,-1.0,76.7641
6007950650529523456,0.8538905,0.10344448,0.014789572,0.001480098,0.009151472,0.017243927,RRAB,RRAB,5207.1855,5567.464,4.230591,7.2773604
5985968144607614720,0.17680474,0.07878859,0.5435068,0.0533107,0.068579555,0.07900954,RRC,MIRA_SR,-1.0,3902.2605,-1.0,29.405563
5604427782882756992,0.09616658,0.0017789401,0.8898078,0.0004187736,0.002668054,0.009159837,MIRA_SR,MIRA_SR,3642.8735,3512.4165,96.35064,67.06614
6740381284750083840,0.8118469,0.15301687,0.008086691,0.0021501258,0.015232161,0.00966734,RRAB,RRAB,5739.9873,6319.1772,3.9725454,4.0688505
3499391743345212800,0.0031780635,0.087721534,0.03466104,0.0024515127,0.27162573,0.6003621,T2CEP,DSCT_SXPHE,7005.447,6765.46,-0.2616701,0.9450278
3036189386016496512,0.10113429,0.58680874,0.056497555,0.007555907,0.10178198,0.14622153,DSCT_SXPHE,RRC,7256.4307,7160.6543,-1.0,-0.6615052
6575231717677661952,0.50302094,0.2640413,0.022008305,0.15261148,0.028653644,0.029664245,RRAB,RRAB,7046.784,6912.064,1.2810764,7.3452477
4648337757505322496,0.359871,0.31674445,0.026046671,0.18988293,0.0386009,0.06885411,T2CEP,RRAB,-1.0,7358.338,-1.0,5.935458
4689089579784553472,0.20540957,0.15128247,0.009018738,0.5680902,0.03725352,0.028945478,CEP,CEP,-1.0,6235.2065,-1.0,8.850799
4663432540325334272,0.7447119,0.16551639,0.023572916,0.016418705,0.020242425,0.029537685,RRAB,RRAB,6167.267,5917.7812,-1.0,3.3309054
5229802971345371264,0.2816315,0.32750612,0.041231167,0.005765366,0.053799484,0.29006633,T2CEP,RRC,-1.0,7679.317,-1.0,1.2051077
4302527984629947136,0.47356546,0.33452502,0.030696202,0.037128173,0.07294739,0.051137753,RRAB,RRAB,5526.3477,5141.66,1.979198,15.293602
4651828195859897472,0.27375615,0.0794633,0.087412715,0.4268162,0.053114634,0.079436965,T2CEP,CEP,4869.758,5130.4326,13.655233,12.121424
4690804027608809088,0.16323967,0.13849856,0.011118229,0.6159232,0.03718516,0.034035146,CEP,CEP,6198.0483,5926.635,1.5791669,10.08148
6039000618373605376,0.87333053,0.083609626,0.015526386,0.0022059511,0.009147141,0.016180359,RRAB,RRAB,4945.131,5524.787,7.3131275,6.5111365
706005177928652288,0.044636134,0.5236515,0.10037504,0.0067555057,0.09269242,0.23188938,RRC,RRC,7902.675,7302.624,1.0050287,2.2054343
4756402123979096320,0.53505164,0.23543659,0.020798732,0.13041131,0.023265488,0.055036202,T2CEP,RRAB,-1.0,7246.8125,-1.0,4.946582
648608751110987776,0.105579875,0.6227693,0.07056781,0.003327052,0.049855147,0.14790072,DSCT_SXPHE,RRC,-1.0,7500.1523,1.9071856,1.2793884
4652076479330848896,0.0067915926,0.018231466,0.01080363,0.7523203,0.058156043,0.15369701,CEP,CEP,5264.789,5244.0537,6.6490116,7.425476
2173671236149109248,0.11073233,4.103082e-06,0.88922864,1.00240094e-07,4.752202e-06,3.0037307e-05,RRAB,MIRA_SR,-1.0,3501.3086,-1.0,102.53648
6056452719806700544,0.08975047,9.2517585e-05,0.9099798,2.2008608e-06,3.1290194e-05,0.00014371322,MIRA_SR,MIRA_SR,-1.0,3630.394,-1.0,100.732765
4346555252005461888,0.15980013,0.5017641,0.0705047,0.034501556,0.106718704,0.12671076,RRC,RRC,6825.1577,6494.503,2.4702835,2.8452888
6027757798445170048,0.051878065,0.20791471,0.07720279,0.09521529,0.24733628,0.3204529,MIRA_SR,DSCT_SXPHE,4944.6616,4870.003,1.9123554,16.154594
4659283503153099392,0.060874414,0.06647384,0.034295667,0.7315084,0.040033955,0.066813834,CEP,CEP,5407.049,5463.8867,5.9078827,6.49522
6002217522029158912,0.06508304,0.46357176,0.07106508,0.010730915,0.1360513,0.25349793,RRC,RRC,6981.754,6944.6836,2.9283638,0.41132498
5323851901752995200,0.11654997,0.000107098414,0.88294846,4.2148945e-06,7.135687e-05,0.00031896203,RRAB,MIRA_SR,-1.0,3710.3386,-1.0,96.808525
6011628997955117440,0.19577076,0.57114434,0.09059563,0.0066847377,0.07924605,0.056558456,RRC,RRC,7247.446,5856.172,1.4231014,4.484047
4250693540471731840,0.68216276,0.2144326,0.031198427,0.024101224,0.024097513,0.024007505,RRAB,RRAB,5754.9624,5841.8457,1.4651084,3.1116195
4685966657549681024,0.09402262,0.002467119,0.8617779,0.004788714,0.006983903,0.029959707,RRAB,MIRA_SR,3559.982,3499.6738,35.952908,27.381237
3074232350894280192,0.09796221,0.70440745,0.071757354,0.00077155244,0.04036142,0.08474006,RRC,RRC,7314.333,7131.1123,2.868353,0.74801874
5253709828807439744,0.09913899,6.8857975e-05,0.90030015,4.44226e-06,0.000102396916,0.00038521885,MIRA_SR,MIRA_SR,-1.0,3653.931,-1.0,89.69671
474924912228802560,0.08537827,0.0013178699,0.9098963,0.00012636128,0.0008015361,0.002479672,RRAB,MIRA_SR,-1.0,3601.1707,95.16123,91.7448
6352566285041688832,0.21548246,0.14700656,0.026904643,0.5226314,0.03350964,0.054465342,RRC,CEP,-1.0,6204.7954,-1.0,6.2856774
2143297089976246784,0.020194864,0.05026386,0.024010323,0.6963192,0.050817627,0.15839411,RRC,CEP,7009.008,6655.2393,4.0135527,3.358303
4688874968823181312,0.077379175,0.07955112,0.0066835326,0.7710632,0.029412631,0.0359103,CEP,CEP,5962.0723,6019.549,-1.0,6.840745
1964010380359801472,0.010852871,0.10142537,0.042000614,0.07211508,0.156773,0.6168331,DSCT_SXPHE,DSCT_SXPHE,6933.9746,6706.0176,2.3889618,3.523234
4757016269931750784,0.4620395,0.29374507,0.02927873,0.104055606,0.036206204,0.074674845,RRAB,RRAB,-1.0,7051.1475,-1.0,6.741336
4980579973504265344,0.27514592,0.54261863,0.05188085,0.0020036662,0.05592606,0.07242492,RRC,RRC,6549.8965,6617.827,7.403874,-0.007824898
3699295876536426240,0.2982458,0.5400263,0.047336634,0.006471129,0.037100196,0.07081996,RRC,RRC,7011.8433,7099.771,-1.0,2.5496163
1820440618764003968,0.79303956,0.15477742,0.01508616,0.0010396542,0.011397296,0.024659866,RRAB,RRAB,-1.0,6186.2314,-1.0,5.1121945
1823851097703174528,0.21410277,0.55306107,0.059765223,0.010684179,0.07795248,0.084434286,MIRA_SR,RRC,6253.074,6153.2593,-0.85720253,3.3890007
5989667730672356736,0.076358385,0.23875552,0.12777445,0.116104476,0.15777886,0.28322828,RRC,DSCT_SXPHE,5421.4395,5802.917,1.3940959,6.681589
4651387734047045888,0.34046453,0.21934876,0.02505727,0.33466995,0.026284361,0.054175112,RRC,RRAB,-1.0,6860.7,-1.0,4.194912
3027132189042054400,0.13757488,0.66322887,0.08561278,0.01559548,0.052431993,0.04555594,DSCT_SXPHE,RRC,4591.452,4934.1846,36.016003,7.221525
5380264987208113152,0.0133417705,0.13009065,0.047128394,0.012764356,0.24814868,0.54852617,DSCT_SXPHE,DSCT_SXPHE,6918.001,7106.588,-1.0,2.0686755
4651523558085390464,0.008405702,0.015158197,0.021751331,0.5904598,0.10858757,0.25563747,T2CEP,CEP,5143.659,5082.639,3.4224494,9.475191
3586024227299348608,0.8232513,0.14396814,0.017786877,0.00026305852,0.003591932,0.011138622,MIRA_SR,RRAB,-1.0,7523.6724,-1.0,2.7284894
4657128322941993472,0.28977576,0.16950594,0.015449874,0.4422514,0.042934824,0.040082116,RRAB,CEP,-1.0,6491.9595,-1.0,9.082053
4657479543855709056,0.42975497,0.19474602,0.026108047,0.27095333,0.033382993,0.04505458,RRAB,RRAB,-1.0,6858.6494,-1.0,5.356441
4663697183347354624,0.0015593154,0.004709079,0.0055823396,0.503095,0.13415916,0.35089508,DSCT_SXPHE,CEP,6011.8066,6072.505,1.0500512,2.2116237
1541472833505662720,0.16344984,0.63550127,0.050980337,0.0042485744,0.042299524,0.103520416,DSCT_SXPHE,RRC,7700.6816,7518.4155,-1.0,1.3063822
4333366090333780992,0.15307117,0.65802175,0.08563787,0.013118159,0.048451126,0.04169992,RRAB,RRC,4918.991,5585.3057,3.0153785,6.2223816
3685181273971655040,0.5100677,0.3871652,0.020350114,0.0017767535,0.033595048,0.047045216,MIRA_SR,RRAB,-1.0,7129.237,-1.0,2.7849712
5892600469043331712,0.7899692,0.11067689,0.07358184,0.004567831,0.011992041,0.009212179,RRC,RRAB,5607.2114,4667.686,1.4561067,9.088478
5927272576100633472,0.3566836,0.5199721,0.049290378,0.007345071,0.03248689,0.034221984,RRC,RRC,7510.003,6088.3438,1.6501408,4.162099
2204543323626075904,0.1095133,1.5150324e-05,0.8903653,5.3880683e-07,1.9859157e-05,8.589155e-05,RRAB,MIRA_SR,-1.0,3682.3057,-1.0,92.23341
4134060125828012800,0.8075854,0.16068456,0.0061436654,0.0018647205,0.01647018,0.0072514415,RRAB,RRAB,4427.201,5499.677,5.1517506,10.287046
6482763614416114176,0.68703985,0.22126164,0.018949335,0.025744624,0.023138903,0.023865646,RRAB,RRAB,6694.3784,6834.671,7.1300955,6.1836843
5282372894305537664,0.46537322,0.2657516,0.04062072,0.14173323,0.04090474,0.045616545,RRC,RRAB,6327.8525,5904.785,1.2437654,5.6837335
4657529472864694784,0.066476434,0.08597514,0.017347459,0.7062397,0.051626034,0.07233526,CEP,CEP,4943.8496,5209.9604,3.8675272,11.7227
4685989438061831936,0.003106993,0.013150649,0.007332483,0.57315874,0.12502185,0.27822933,CEP,CEP,5771.2686,6004.9307,3.2134128,7.2623677
1954746994892290304,0.8629857,0.10654377,0.0067344736,0.0005524864,0.010584392,0.012599165,RRC,RRAB,-1.0,6115.4185,-1.0,4.8015485
6889462653313241216,0.004893895,0.09589947,0.040847357,0.0030930515,0.22228664,0.6329796,RRC,DSCT_SXPHE,7826.8027,7604.047,1.3170824,1.0359764
4843627107249913856,0.094817296,0.22243723,0.027094673,0.5058337,0.0630765,0.08674054,RRAB,CEP,6594.214,6712.8516,5.0977416,4.1875696
5903821951590649600,0.0110165225,0.052384652,0.04236761,0.08695197,0.33708736,0.47019184,DSCT_SXPHE,DSCT_SXPHE,4599.124,4943.847,28.492146,23.14096
5592154419923730560,0.019055812,0.085308954,0.026934061,0.27584583,0.20236333,0.39049208,RRC,DSCT_SXPHE,6846.122,5900.949,3.7705102,8.393584
4569931690703787392,0.14837867,0.5802086,0.053094223,0.005817136,0.068036705,0.14446464,DSCT_SXPHE,RRC,7274.65,6811.7754,1.434103,-0.16632318
5619369359933924992,0.09181899,0.06337487,0.5772735,0.05046972,0.082315244,0.13474771,DSCT_SXPHE,MIRA_SR,3474.8452,3878.3455,37.71958,41.67365
1976388819711373056,0.14905393,0.00026299985,0.85031134,9.928871e-06,0.00010764832,0.0002541448,MIRA_SR,MIRA_SR,-1.0,3763.3047,-1.0,57.570236
3278902660834273408,0.017898345,0.28071195,0.078980476,0.0036822185,0.18765193,0.43107507,DSCT_SXPHE,DSCT_SXPHE,-1.0,7091.379,-1.0,-0.20299959
5279839722603458304,0.021701418,0.033099234,0.05576061,0.5953531,0.07285131,0.2212342,DSCT_SXPHE,CEP,5065.08,5277.5073,9.314449,6.8129473
4660138987642617472,0.16636074,0.13066646,0.011013442,0.6113367,0.04064194,0.039980654,RRAB,CEP,-1.0,6285.6226,-1.0,7.3731833
6057078543735817984,0.0922777,0.00014223134,0.90726453,4.2947026e-06,5.132883e-05,0.00025981676,MIRA_SR,MIRA_SR,-1.0,3690.0393,-1.0,100.956154
4756975003904402816,0.652599,0.22586371,0.022222087,0.006033168,0.032483004,0.06079907,T2CEP,RRAB,-1.0,7104.6143,-1.0,3.8235478
5235798268976396288,0.108683795,0.0015271021,0.8867202,0.0001105496,0.0007765758,0.0021817912,MIRA_SR,MIRA_SR,3846.7063,3714.882,-1.0,85.388565
1964010169902699648,0.73489517,0.1741691,0.052027844,0.007291605,0.016632652,0.014983612,T2CEP,RRAB,4766.296,5529.1235,-1.0,5.7351522
5242088403212116864,0.12808096,0.082555905,0.13418494,0.19406366,0.14842592,0.3126886,DSCT_SXPHE,DSCT_SXPHE,3896.4282,4298.082,65.026924,21.379871
5244350545271882496,0.0038016734,0.0120845735,0.0067675887,0.74554706,0.068740696,0.16305846,RRAB,CEP,5448.9233,5562.0015,4.135574,7.655323
5826438701198183808,0.8361701,0.14061843,0.0062288633,0.0005800883,0.010829889,0.005572638,RRAB,RRAB,5229.8477,5827.583,7.602178,5.7544084
4687421448824726016,0.18429776,0.07949697,0.034166962,0.5961911,0.034167223,0.07167991,CEP,CEP,5417.1045,5689.0703,1.2050223,9.864055
4655044061174862336,0.18748778,0.513626,0.03788351,0.09425723,0.041945342,0.124800146,RRAB,RRC,-1.0,8213.253,-1.0,0.96133375
5970602302140289152,0.7719508,0.18824892,0.013035126,0.001397441,0.017616462,0.0077512288,RRAB,RRAB,6141.3105,4755.8,1.8301721,9.906287
4385143810873609344,0.0021877885,0.058672484,0.011515677,0.005006549,0.17344168,0.74917585,T2CEP,DSCT_SXPHE,7116.0273,7146.6772,-0.02257204,2.0928059
6047312887619806976,0.25081456,0.5012789,0.08459701,0.031667113,0.07397085,0.05767159,RRC,RRC,6763.262,5493.7163,1.996201,7.3785343
5519684337227849984,0.015434314,0.034075875,0.033169616,0.50394213,0.12994865,0.2834294,RRC,CEP,7701.68,5006.509,1.771162,13.787214
4656223081243860224,0.11578408,0.0009487639,0.8553612,0.0024413178,0.0024442219,0.023020362,RRAB,MIRA_SR,3611.3357,3900.7559,19.646606,29.785004
4351563935487174656,0.11650537,0.69483745,0.09124009,0.0011853204,0.046975005,0.049256764,RRC,RRC,6879.067,6082.21,1.9871993,3.2081237
1639464440805595264,0.5648663,0.22362122,0.016664272,0.14194348,0.029217282,0.023687514,RRAB,RRAB,6784.2266,6467.339,1.9351902,5.723716
4661278876292436992,0.019074965,0.03714381,0.025036748,0.76235384,0.039481528,0.11690909,CEP,CEP,5607.2256,5676.5034,2.5964432,5.897061
4133884341407157632,0.31758642,0.5791032,0.044485383,0.0037662871,0.0323087,0.022750117,RRAB,RRC,6512.6846,5379.7344,0.96002007,6.9038024
4297863791897321856,0.7466073,0.17915119,0.019992216,0.004082693,0.018644914,0.031521603,RRAB,RRAB,6127.3345,5880.242,2.0872169,7.872189
5993167712391320576,0.11292151,5.5240485e-05,0.8866622,1.7997826e-06,4.9829818e-05,0.00030941275,RRAB,MIRA_SR,-1.0,3977.6702,-1.0,88.95329
6253911229854804608,0.8272643,0.121987835,0.013327217,0.002149337,0.011681582,0.023589747,RRAB,RRAB,-1.0,6561.668,-1.0,3.7523816
6461914945512077952,0.24866378,0.3906797,0.039940458,0.18903431,0.05728608,0.074395664,RRC,RRC,7054.7705,6791.6943,1.0820417,3.073122
2050521363984642176,0.3306196,0.21935089,0.041711353,0.27228075,0.058634438,0.07740296,RRC,RRAB,6150.4297,6242.2637,1.6123753,6.7059536
4651446901517442432,0.16014367,0.09084977,0.019110596,0.6600845,0.025290694,0.0445208,RRAB,CEP,-1.0,6192.5347,-1.0,5.252676
5943672685433924352,0.12575527,0.00093919184,0.87223095,2.8074002e-05,0.00015899804,0.00088749843,MIRA_SR,MIRA_SR,-1.0,3802.0889,-1.0,92.26302
1905767771962623872,0.1140367,0.00025336895,0.88507575,7.796517e-06,0.00011031323,0.00051608426,RRAB,MIRA_SR,-1.0,3604.9058,-1.0,91.37656
5946546460862909824,0.034068584,0.5302766,0.093819596,0.0029500322,0.122397795,0.21648741,RRC,RRC,7095.036,6776.7607,3.5874782,2.0951862
1835641573198365312,0.07441874,0.08831852,0.46739024,0.0418494,0.11055111,0.217472,T2CEP,MIRA_SR,3930.8628,3889.8635,20.117023,30.611794
4326123680259554304,0.87186164,0.10564892,0.0038939735,0.001544968,0.012212115,0.0048384103,RRC,RRAB,5875.301,5632.059,1.3234649,9.432357
2209058846080699008,0.17903246,0.00011329391,0.82057995,1.2835299e-06,4.861547e-05,0.00022447667,MIRA_SR,MIRA_SR,-1.0,4148.0977,-1.0,88.61784
5927604594232196352,0.16195957,0.42894977,0.04269243,0.19986352,0.08527805,0.08125662,RRC,RRC,5151.48,5352.997,2.7563338,6.2972736
267748059372594944,0.13894954,2.9381239e-05,0.8608625,9.694778e-07,3.134087e-05,0.0001264293,RRAB,MIRA_SR,-1.0,3789.564,-1.0,82.35218
6861059111170511872,0.3241283,0.54746366,0.038950343,0.0020276816,0.03498777,0.052442294,RRC,RRC,6847.8096,6853.668,3.3824425,2.5937505
3584954127607362432,0.44045267,0.45392227,0.031888895,0.0010515805,0.029215215,0.04346929,RRAB,RRC,6317.6797,6862.542,3.9075341,2.6095147
2166389269407411200,0.21080136,0.057656698,0.2782519,0.07196987,0.112925306,0.2683949,DSCT_SXPHE,MIRA_SR,3952.2527,4047.8167,50.17263,20.51028
6028307902279011072,0.096788265,0.00011894939,0.9027989,3.8604458e-06,4.7596208e-05,0.0002424703,MIRA_SR,MIRA_SR,-1.0,3475.6296,-1.0,98.80307
4651199481344739328,0.08275559,0.00069225807,0.9063926,0.00064267125,0.0016359338,0.007880971,MIRA_SR,MIRA_SR,3755.194,3545.5059,29.829052,34.437126
4614530111411360256,0.07697406,0.082238995,0.023187842,0.71848726,0.029228978,0.06988287,MIRA_SR,CEP,6823.4385,6304.238,-0.75315094,5.503622
6879727066263604352,0.080995224,0.48988497,0.072781645,0.0154665895,0.12710242,0.2137691,DSCT_SXPHE,RRC,7105.685,6881.793,1.179059,0.7922516
4762771285590052224,0.449167,0.26658967,0.027161973,0.18421823,0.035640735,0.037222393,RRC,RRAB,-1.0,6825.907,-1.0,4.68406
5861572255279116416,0.10569182,0.00013406518,0.8938813,3.1402176e-06,6.2313295e-05,0.00022730324,RRAB,MIRA_SR,-1.0,3800.342,176.8672,106.073265
5936234523641721728,0.09360948,0.00024641393,0.90518105,1.5742848e-05,0.0002192002,0.0007281478,MIRA_SR,MIRA_SR,3609.5796,3549.239,-1.0,89.539696
4655496716395680384,0.0037224623,0.012512882,0.005187254,0.7528831,0.07152878,0.15416558,CEP,CEP,6069.432,6172.7227,7.3981423,5.6228514
6596055638978698240,0.6974347,0.2605685,0.010095318,0.0025742922,0.016485289,0.012841833,RRC,RRAB,6649.895,6680.2476,-1.0,5.1779194
5951596659544294912,0.12522438,0.0007139371,0.87296027,2.1284244e-05,0.00023697584,0.00084314874,MIRA_SR,MIRA_SR,-1.0,3753.3677,-1.0,98.47788
1787103765510348288,0.02279653,0.24407794,0.08553336,0.009085058,0.19953434,0.43897277,RRC,DSCT_SXPHE,6933.9746,6563.213,1.0230317,1.8142118
1310262241314083328,0.36792448,0.206913,0.021082113,0.33700576,0.035508614,0.03156608,RRC,RRAB,6133.499,6266.542,4.1938686,6.7084274
6470490693828870400,0.81991476,0.14759511,0.0075240894,0.0010782002,0.012777431,0.011110349,RRAB,RRAB,6559.6055,6849.308,1.5541244,3.113378
5869847557709422848,0.5493722,0.36175212,0.019109719,0.0081021,0.03636571,0.025298137,RRAB,RRAB,-1.0,5403.5522,-1.0,9.688759
4662138659989599104,0.012194063,0.013566002,0.05897341,0.47086817,0.076205455,0.36819288,DSCT_SXPHE,CEP,5821.7188,5069.297,1.6743636,5.3105564
5264723671097023488,0.015512161,0.04988702,0.007996803,0.8558071,0.027001755,0.043795075,RRC,CEP,6326.7334,6463.7383,1.2460704,5.559984
4657044863107735680,0.04686853,0.090267986,0.03746764,0.65359306,0.0682422,0.10356057,CEP,CEP,4939.0044,5031.348,2.386269,11.548809
5928973039596650240,0.09650052,0.00059636513,0.9019745,2.2262711e-05,0.00021975461,0.0006866301,RRAB,MIRA_SR,-1.0,3787.4006,-1.0,98.005226
5891753918138099456,0.111120105,0.00012948558,0.8882261,6.0368493e-06,9.073389e-05,0.0004275343,MIRA_SR,MIRA_SR,-1.0,3629.8604,-1.0,94.24256
6459187228962717568,0.21212232,0.5641805,0.04852115,0.016277585,0.06276225,0.09613617,DSCT_SXPHE,RRC,7515.993,7064.08,0.890008,0.7279086
4651381072561048576,0.13740742,0.002303835,0.8372454,0.0050496613,0.0048254747,0.013168178,RRAB,MIRA_SR,-1.0,3668.0662,24.29353,24.945293
4578907622598862720,0.8026028,0.14172183,0.014864665,0.0023170356,0.012355125,0.026138475,RRAB,RRAB,5725.502,6353.4326,4.7226763,5.247281
1884108114449529728,0.10779984,0.64038354,0.07674083,0.0054067257,0.053003103,0.116665944,RRC,RRC,7228.4775,6899.035,1.251071,2.2826385
4661999876689097472,0.5542519,0.2514175,0.02416306,0.099606365,0.030263364,0.040297825,MIRA_SR,RRAB,-1.0,6275.0225,-1.0,5.335399
4513544027191003392,0.07386078,0.00012455754,0.9252421,1.0273636e-05,8.510505e-05,0.0006771175,MIRA_SR,MIRA_SR,-1.0,3462.4858,-1.0,71.32208
4687453575173683968,0.045313973,0.058518145,0.019483007,0.7908236,0.026527684,0.059333578,CEP,CEP,6364.617,5764.414,5.0647354,4.69975
4651847849632900864,0.004298274,0.013190125,0.0053008962,0.7953863,0.058293823,0.123530544,CEP,CEP,5493.2026,5933.657,1.408699,6.192552
4250926018452816256,0.1125068,0.6020702,0.054944415,0.005248966,0.09474522,0.13048443,RRC,RRC,7218.4946,7010.0713,-1.0,-0.04491663
5849085685786059392,0.111827716,6.2322426e-05,0.88795567,1.4039633e-06,2.8552773e-05,0.00012435103,MIRA_SR,MIRA_SR,-1.0,3751.41,-1.0,116.453674
6791950991431970304,0.7632233,0.17473492,0.013171065,0.0009042987,0.012658531,0.035307832,RRC,RRAB,6784.8145,6608.259,3.5163083,5.3632584
4685975827241537536,0.04308511,0.06646239,0.008082362,0.8021503,0.032097127,0.04812273,CEP,CEP,-1.0,5568.006,-1.0,11.270857
4219839418822637184,0.2607841,0.25152302,0.025410272,0.38903496,0.034446944,0.038800657,RRC,CEP,7757.586,7067.7217,0.9970269,3.949183
5436635750073058048,0.05909371,0.43189538,0.10902229,0.009684673,0.107326776,0.2829772,T2CEP,RRC,6769.1025,6746.881,1.151731,-0.68968725
5283633209512136448,0.66345626,0.20690428,0.036262263,0.0501343,0.019544737,0.023698168,RRAB,RRAB,-1.0,6445.5684,-1.0,0.12209225
4687493466840674432,0.13920756,0.058983877,0.048240114,0.66375536,0.03283215,0.056980856,CEP,CEP,5189.166,5320.126,-1.0,7.67256
4661610580856882944,0.5800011,0.17812386,0.026123228,0.14228055,0.026840555,0.046630647,MIRA_SR,RRAB,-1.0,6747.577,-1.0,7.083228
4652157843177784704,0.6484539,0.17589176,0.026407432,0.077090055,0.030911569,0.041245326,RRAB,RRAB,-1.0,6403.617,-1.0,7.091896
5847649410062639232,0.14487723,6.499464e-05,0.8548887,1.4055064e-06,4.211267e-05,0.00012555734,MIRA_SR,MIRA_SR,-1.0,3925.5876,-1.0,91.78343
5819929931628744576,0.09916258,0.00064820243,0.899011,2.8298835e-05,0.00028204522,0.00086790166,RRAB,MIRA_SR,-1.0,3683.5625,-1.0,96.28399
4126495726348142976,0.6484726,0.2869016,0.024224637,0.0006810993,0.018994998,0.020725057,RRAB,RRAB,6670.419,5755.077,1.3450875,4.758064
4660260969016510208,0.0010128,0.0037561497,0.0029472252,0.6504464,0.08404463,0.2577928,CEP,CEP,6344.968,5976.8027,6.1479244,3.2265167
5800271488370757888,0.67169935,0.27111667,0.0128878355,0.0058778925,0.025100598,0.013317677,MIRA_SR,RRAB,6529.2617,6146.7065,-1.0,5.403448
4649949572831742976,0.18694773,0.18601267,0.036449514,0.461516,0.04410355,0.08497053,RRAB,CEP,-1.0,6183.6978,-1.0,3.943903
2021031431389247872,0.0930015,6.4565866e-05,0.9067233,1.4773383e-06,2.862867e-05,0.00018042252,MIRA_SR,MIRA_SR,-1.0,3639.8906,-1.0,107.39561
4685960988193396480,0.31318563,0.10394993,0.035394304,0.45109108,0.032092392,0.06428667,CEP,CEP,5835.0894,5978.087,-0.25502872,8.708586
5470769848035900928,0.09135877,0.000118835465,0.90818757,3.0801123e-06,5.9699258e-05,0.00027216034,MIRA_SR,MIRA_SR,-1.0,3603.053,-1.0,96.61321
5626138503270429696,0.15864247,0.3413515,0.123265035,0.13780932,0.11832904,0.12060262,RRC,RRC,4825.779,4989.4272,3.642488,8.039194
1808047748350992000,0.109617054,0.35092142,0.12038236,0.09707091,0.0987031,0.2233052,DSCT_SXPHE,RRC,3625.5896,4519.0376,1.2101703,19.265347
4685779667526036224,0.017088607,0.04866365,0.0059262724,0.8698006,0.024079613,0.034441132,RRAB,CEP,-1.0,6150.748,-1.0,5.6123157
1815478213552067456,0.3886718,0.48214164,0.056432854,0.0020205798,0.032031666,0.038701445,RRC,RRC,-1.0,5796.078,-1.0,3.7660522
4688879298176263296,0.09220447,0.097213954,0.010117327,0.743957,0.024469575,0.03203767,CEP,CEP,6484.8174,6663.622,-0.36350822,5.2007656
4661246200171610368,0.12523718,0.0011820693,0.8591668,0.00044699048,0.0029965653,0.010970459,MIRA_SR,MIRA_SR,3396.9382,3722.7678,41.109016,50.424957
5950318953977189376,0.72692114,0.23277625,0.007157266,0.0026004824,0.02097601,0.009568872,RRAB,RRAB,5085.1855,5397.071,6.1089177,9.088757
1421134519957092224,0.0054157674,0.024697838,0.009803967,0.7320053,0.04782645,0.18025072,T2CEP,CEP,7438.599,6493.7305,0.9043522,0.81940556
2006674523901851392,0.12808426,0.00091225567,0.86512434,9.211202e-05,0.0013114383,0.0044756583,MIRA_SR,MIRA_SR,3976.1814,3641.2607,34.835133,60.82367
2060381883044891904,0.43562546,0.16047537,0.10337889,0.16539419,0.060646877,0.07447914,RRC,RRAB,-1.0,5069.084,-1.0,11.685883
2879054605874248320,0.010117964,0.2006109,0.05989926,0.0027660062,0.22967367,0.49693218,T2CEP,DSCT_SXPHE,7673.6934,6846.3833,-0.19715738,0.5719743
5887482762148283008,0.13372172,0.31908756,0.09855439,0.10189028,0.114803165,0.23194289,CEP,RRC,4305.629,4376.9014,49.584248,24.234264
4687634616617133952,0.021056512,0.041113634,0.0383551,0.6659358,0.056563903,0.17697501,CEP,CEP,5860.015,5644.9897,3.408447,6.1374173
1811367753753787392,0.050765414,0.4571763,0.0486825,0.015617491,0.116714254,0.31104407,T2CEP,RRC,7531.367,7440.9883,-1.0,-1.4028912
