index,ID,Path,N,N_b,N_r,Class,T_eff,e_T_eff,E_T_eff,Lum,e_Lum,E_Lum,Radius,e_Rad,E_Rad,logg,e_logg,E_logg,Mass,e_Mass,E_Mass,rho,e_rho,E_rho
20652,4660432351049502080,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4660432351049502080.dat,121,61,60,CEP,5298.0,4961.5,5377.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9987,5543282944829601408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5543282944829601408.dat,28,14,14,MIRA_SR,3709.0,3385.75,3911.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16487,4658094239598292864,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658094239598292864.dat,26,13,13,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2037,6037366258756209664,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6037366258756209664.dat,41,21,20,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23026,4688857136142302080,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688857136142302080.dat,30,16,14,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6288,2022437294405735936,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2022437294405735936.dat,43,22,21,RRAB,5933.0,-1.0,-1.0,5.56153,-1.0,-1.0,2.232,-1.0,-1.0,3.7741,-1.0,-1.0,1.08,-1.0,-1.0,0.0971,-1.0,-1.0
24837,4664051638395757440,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4664051638395757440.dat,23,12,11,CEP,5359.0,5150.75,5602.5,-1.0,-1.0,-1.0,4.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
941,4657821221417376896,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4657821221417376896.dat,22,11,11,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13246,6905455054237704832,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6905455054237704832.dat,23,12,11,RRC,6999.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21853,4657166359187526528,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4657166359187526528.dat,31,16,15,CEP,5478.305,5333.1,5846.3335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6141,6079950245328790528,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6079950245328790528.dat,44,22,22,RRAB,5040.12,4930.2603,5261.547,22.746986,16.545182999999998,28.94879,6.255079,5.7396803,6.536946,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16393,5843791331130448640,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5843791331130448640.dat,27,14,13,RRC,5449.83,5287.1177,5770.0,38.16833,-1.0,-1.0,4.508,-1.0,-1.0,3.2914,-1.0,-1.0,1.45,-1.0,-1.0,0.0158,-1.0,-1.0
22866,4658345138742611968,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658345138742611968.dat,23,12,11,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16338,6042818324600810240,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6042818324600810240.dat,37,20,17,RRC,6535.3335,6147.3335,6931.0,52.94237,-1.0,-1.0,4.9830000000000005,-1.0,-1.0,3.2278,-1.0,-1.0,1.53,-1.0,-1.0,0.0124,-1.0,-1.0
8067,5994209366543310464,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5994209366543310464.dat,39,19,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2223,6751145400507325568,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6751145400507325568.dat,25,13,12,DSCT_SXPHE,7035.5,6918.3335,7446.0,6.518009999999999,-1.0,-1.0,1.557,-1.0,-1.0,4.2785,-1.0,-1.0,1.68,-1.0,-1.0,0.4447,-1.0,-1.0
14873,4651576029706107264,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651576029706107264.dat,22,11,11,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4141,5265559677888900864,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5265559677888900864.dat,30,15,15,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9540,5623175216351772288,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5623175216351772288.dat,40,20,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2075,4446413172913542528,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4446413172913542528.dat,55,28,27,DSCT_SXPHE,7432.5,7040.965,8344.5,16.318407,13.461575,19.17524,2.436249,1.9328176,2.7147334,3.816,-1.0,-1.0,1.62,-1.0,-1.0,0.0917,-1.0,-1.0
9190,4655247539605908096,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4655247539605908096.dat,27,13,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
205,4910811180420931456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4910811180420931456.dat,30,14,16,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11177,6055925744501531648,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6055925744501531648.dat,50,25,25,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4386,1433202892726520192,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1433202892726520192.dat,23,11,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6578,5843787272366699264,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5843787272366699264.dat,33,17,16,RRAB,4951.937,4824.1504,5044.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7157,5796812772675337472,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5796812772675337472.dat,36,23,13,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6560,1748787026528951936,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1748787026528951936.dat,24,13,11,RRAB,5215.175,4546.6533,6938.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20087,4687415848186115968,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687415848186115968.dat,31,15,16,CEP,5670.0,5448.835,5891.36,22.28194,-1.0,-1.0,4.287,-1.0,-1.0,3.2269,-1.0,-1.0,1.13,-1.0,-1.0,0.0143,-1.0,-1.0
6003,6357552329756529664,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6357552329756529664.dat,29,14,15,RRAB,6319.0,-1.0,-1.0,2.99487,-1.0,-1.0,1.444,-1.0,-1.0,4.2159,-1.0,-1.0,1.25,-1.0,-1.0,0.4152,-1.0,-1.0
13498,1733076615981064192,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1733076615981064192.dat,32,17,15,RRC,7110.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1184,5504628552700348800,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5504628552700348800.dat,28,14,14,DSCT_SXPHE,7829.0,7324.24,8312.0,9.751724,8.232061999999999,11.271386,1.6973865,1.505852,1.9394035,4.1091,-1.0,-1.0,1.68,-1.0,-1.0,0.2477,-1.0,-1.0
10574,4654819103673029760,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4654819103673029760.dat,28,14,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2105,1849099698580951424,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1849099698580951424.dat,27,14,13,DSCT_SXPHE,7143.5,7020.25,7299.75,19.845924,17.976622,21.715227,2.908481,2.7853024,3.011502,3.6159,0.0937,0.111,1.57,0.201,0.356,0.0466,0.0135,0.0135
20232,5284099780405905408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5284099780405905408.dat,134,68,66,CEP,5223.5,5078.0,5365.0,-1.0,-1.0,-1.0,4.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20603,4688855280717096448,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688855280717096448.dat,30,15,15,CEP,5349.0,5194.6104,5409.0,-1.0,-1.0,-1.0,9.403,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24262,4663541121431859456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4663541121431859456.dat,77,39,38,CEP,5603.3335,5261.27,5892.25,8.28473,-1.0,-1.0,2.728,-1.0,-1.0,3.5998,-1.0,-1.0,1.08,-1.0,-1.0,0.0532,-1.0,-1.0
17468,6536622573026143488,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6536622573026143488.dat,22,11,11,RRD,7774.25,7526.0,7982.3335,11.02622,-1.0,-1.0,2.181,-1.0,-1.0,3.9594,-1.0,-1.0,1.58,-1.0,-1.0,0.1523,-1.0,-1.0
12001,2912624757457362560,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2912624757457362560.dat,40,20,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9953,6130849868386443904,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6130849868386443904.dat,37,19,18,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18300,4661260558185992576,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4661260558185992576.dat,25,13,12,T2CEP,5277.125,5150.0,5646.105,-1.0,-1.0,-1.0,15.548,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1531,4382025806351787904,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4382025806351787904.dat,36,18,18,DSCT_SXPHE,6313.84,5790.0,6818.545,17.305096,13.779962,20.83023,3.4765825,2.9809606,4.1341147000000005,3.6034,-1.0,-1.0,1.56,-1.0,-1.0,0.0448,-1.0,-1.0
13657,5835860034073630848,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5835860034073630848.dat,31,16,15,RRC,5556.0,-1.0,-1.0,0.97019,-1.0,-1.0,1.063,-1.0,-1.0,4.3762,-1.0,-1.0,0.98,-1.0,-1.0,0.8158,-1.0,-1.0
8048,4688720453068306304,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688720453068306304.dat,24,12,12,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16080,5730508270139027840,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5730508270139027840.dat,24,12,12,RRC,7845.0,7522.25,8318.0,10.09825,-1.0,-1.0,1.937,-1.0,-1.0,4.0919,-1.0,-1.0,1.69,-1.0,-1.0,0.2327,-1.0,-1.0
14832,4651386050438667136,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651386050438667136.dat,28,14,14,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22553,4689129780636186752,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4689129780636186752.dat,24,12,12,CEP,6506.0,-1.0,-1.0,1.80767,-1.0,-1.0,1.058,-1.0,-1.0,4.5128,-1.0,-1.0,1.33,-1.0,-1.0,1.1223,-1.0,-1.0
14569,5976926345097652480,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5976926345097652480.dat,31,14,17,RRC,5697.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7643,5257682055056189184,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5257682055056189184.dat,33,14,19,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
494,1754044543240798208,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1754044543240798208.dat,33,17,16,DSCT_SXPHE,7138.0,-1.0,-1.0,1.5256299999999998,-1.0,-1.0,0.8079999999999999,-1.0,-1.0,4.825,-1.0,-1.0,1.59,-1.0,-1.0,3.018,-1.0,-1.0
18172,4657765558635181440,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4657765558635181440.dat,23,12,11,T2CEP,4885.69,4724.1875,5076.3335,-1.0,-1.0,-1.0,21.236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19694,4688973581313037312,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688973581313037312.dat,24,12,12,CEP,5727.5,5375.905,6276.0,35.2472,-1.0,-1.0,4.746,-1.0,-1.0,3.2028,-1.0,-1.0,1.31,-1.0,-1.0,0.0123,-1.0,-1.0
2466,3930370752058071808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/3930370752058071808.dat,35,19,16,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16884,5908564965551593600,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5908564965551593600.dat,38,19,19,RRC,6877.0,-1.0,-1.0,5.82557,-1.0,-1.0,1.7,-1.0,-1.0,4.1502,-1.0,-1.0,1.49,-1.0,-1.0,0.3031,-1.0,-1.0
14939,5359886123307730688,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5359886123307730688.dat,33,16,17,RRC,6419.0,-1.0,-1.0,2.69196,-1.0,-1.0,1.327,-1.0,-1.0,4.3032,-1.0,-1.0,1.29,-1.0,-1.0,0.5525,-1.0,-1.0
3773,4649932564760646784,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4649932564760646784.dat,27,15,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11922,1824753586269303552,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1824753586269303552.dat,37,18,19,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18638,2073935223599391872,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2073935223599391872.dat,27,14,13,T2CEP,4278.0,4147.485,4391.1826,-1.0,-1.0,-1.0,49.715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23271,4687407430022922368,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687407430022922368.dat,28,13,15,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
237,2522890040510737024,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2522890040510737024.dat,35,17,18,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11551,5932938565790128768,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5932938565790128768.dat,42,27,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5827,4537378209426845184,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4537378209426845184.dat,40,20,20,RRAB,5609.0,5483.0,5750.0,18.52975,-1.0,-1.0,3.423,-1.0,-1.0,3.4899,-1.0,-1.0,1.32,-1.0,-1.0,0.0329,-1.0,-1.0
687,1955567333645049600,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1955567333645049600.dat,48,24,24,DSCT_SXPHE,7682.0,7270.93,8780.0,9.803439,8.084347,11.5225315,1.7676377,1.3531715,1.9731582,4.0768,-1.0,-1.0,1.67,-1.0,-1.0,0.2222,-1.0,-1.0
7877,5237572979495737344,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5237572979495737344.dat,30,15,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12529,6030267438062127744,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6030267438062127744.dat,35,18,17,RRC,7628.0,-1.0,-1.0,2.05998,-1.0,-1.0,0.8220000000000001,-1.0,-1.0,4.859,-1.0,-1.0,1.78,-1.0,-1.0,3.2072,-1.0,-1.0
12652,1824304985531287808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1824304985531287808.dat,36,18,18,RRC,5691.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6170,6127215875079140224,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6127215875079140224.dat,64,30,34,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13077,4685863990589552384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685863990589552384.dat,30,15,15,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2936,3234722222046635264,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/3234722222046635264.dat,25,13,12,DSCT_SXPHE,7564.37,7000.0,8016.6665,7.789404400000001,6.651664299999999,8.927145,1.6250219,1.4468287,1.8976176,4.1744,-1.0,-1.0,1.66,-1.0,-1.0,0.3122,-1.0,-1.0
7344,6015463785277330304,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6015463785277330304.dat,56,28,28,MIRA_SR,3496.4268,3294.0,3788.8174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21930,4685875737396706432,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685875737396706432.dat,25,13,12,CEP,5223.6665,5080.0,5357.0,37.622440000000005,-1.0,-1.0,4.723,-1.0,-1.0,3.2264,-1.0,-1.0,1.37,-1.0,-1.0,0.013,-1.0,-1.0
8643,4685687656424590720,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685687656424590720.dat,28,14,14,MIRA_SR,3751.08,3484.75,4031.46,-1.0,-1.0,-1.0,12.389,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16845,1833495459626676736,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1833495459626676736.dat,28,14,14,RRC,4093.6667,3851.0,4422.0127,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3374,5386712287176824192,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5386712287176824192.dat,44,22,22,DSCT_SXPHE,7420.6665,7175.6665,7628.0,6.6196,-1.0,-1.0,1.507,-1.0,-1.0,4.3222,-1.0,-1.0,1.74,-1.0,-1.0,0.5081,-1.0,-1.0
12167,5207975981902509440,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5207975981902509440.dat,28,13,15,RRC,7090.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8520,5333127996015313920,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5333127996015313920.dat,32,16,16,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4929,6144258339670125568,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6144258339670125568.dat,32,16,16,RRAB,6551.0,-1.0,-1.0,1.54381,-1.0,-1.0,0.965,-1.0,-1.0,4.6029,-1.0,-1.0,1.36,-1.0,-1.0,1.5154,-1.0,-1.0
7080,6057037522550914816,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6057037522550914816.dat,52,27,25,MIRA_SR,3437.315,3294.0,3624.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11756,5357023755256918016,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5357023755256918016.dat,40,20,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12086,5292684694169304704,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5292684694169304704.dat,22,11,11,RRC,7229.0,-1.0,-1.0,2.9818,-1.0,-1.0,1.101,-1.0,-1.0,4.5641,-1.0,-1.0,1.62,-1.0,-1.0,1.2143,-1.0,-1.0
21572,4685695868401714688,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685695868401714688.dat,28,15,13,CEP,6441.0,-1.0,-1.0,3.0011400000000004,-1.0,-1.0,1.391,-1.0,-1.0,4.2652,-1.0,-1.0,1.3,-1.0,-1.0,0.4828,-1.0,-1.0
9174,5871589459005917440,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5871589459005917440.dat,40,20,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13074,5253206454299357056,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5253206454299357056.dat,26,13,13,RRC,6398.0,-1.0,-1.0,3.66143,-1.0,-1.0,1.557,-1.0,-1.0,4.1605,-1.0,-1.0,1.28,-1.0,-1.0,0.3389,-1.0,-1.0
