index,ID,Path,N,N_b,N_r,Class,T_eff,e_T_eff,E_T_eff,Lum,e_Lum,E_Lum,Radius,e_Rad,E_Rad,logg,e_logg,E_logg,Mass,e_Mass,E_Mass,rho,e_rho,E_rho
2394,1763294498343202048,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1763294498343202048.dat,22,11,11,DSCT_SXPHE,7333.0,7213.2197,7423.185,3.32907,-1.0,-1.0,1.165,-1.0,-1.0,4.5151,-1.0,-1.0,1.62,-1.0,-1.0,1.025,-1.0,-1.0
21397,4685953016696508160,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685953016696508160.dat,27,14,13,CEP,5680.8,5420.4,5988.555,22.02904,-1.0,-1.0,2.643,-1.0,-1.0,3.8516,-1.0,-1.0,1.81,-1.0,-1.0,0.0981,-1.0,-1.0
14131,5776764002767205760,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5776764002767205760.dat,32,17,15,RRC,5954.25,5516.525,6794.0,18.79237,-1.0,-1.0,3.104,-1.0,-1.0,3.6215,-1.0,-1.0,1.47,-1.0,-1.0,0.0491,-1.0,-1.0
8575,5779065211886308992,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5779065211886308992.dat,37,19,18,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
886,1467699662027109376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1467699662027109376.dat,49,24,25,DSCT_SXPHE,7626.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13693,6368304179087217920,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6368304179087217920.dat,27,14,13,RRC,7339.75,7076.0,7648.5,22.06805,-1.0,-1.0,2.95,-1.0,-1.0,3.7133,-1.0,-1.0,1.64,-1.0,-1.0,0.0639,-1.0,-1.0
10098,5708130764680172672,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5708130764680172672.dat,30,16,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15311,2253064325074685696,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2253064325074685696.dat,31,16,15,RRC,7544.0,7285.75,7940.0,11.94458,-1.0,-1.0,2.114,-1.0,-1.0,4.0131,-1.0,-1.0,1.68,-1.0,-1.0,0.1778,-1.0,-1.0
12542,6864188458702856320,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6864188458702856320.dat,27,14,13,RRC,6396.0,6085.8,7252.5835,30.42608,-1.0,-1.0,3.854,-1.0,-1.0,3.4423,-1.0,-1.0,1.5,-1.0,-1.0,0.0262,-1.0,-1.0
2385,6401131748002021376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6401131748002021376.dat,37,19,18,DSCT_SXPHE,7435.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18946,4653284911300017920,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4653284911300017920.dat,23,12,11,T2CEP,3952.0,3759.0,4287.7227,-1.0,-1.0,-1.0,15.326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21258,5927305458373279232,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5927305458373279232.dat,29,15,14,CEP,5534.25,5359.7246,6113.5,-1.0,-1.0,-1.0,5.099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
343,5784800642495104000,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5784800642495104000.dat,32,16,16,DSCT_SXPHE,7556.0,7219.465,8025.465,1.88612,-1.0,-1.0,0.7829999999999999,-1.0,-1.0,4.9031,-1.0,-1.0,1.79,-1.0,-1.0,3.725,-1.0,-1.0
10891,5928077178111491584,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5928077178111491584.dat,25,13,12,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9935,5952024502675312512,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5952024502675312512.dat,23,12,11,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1532,5777670064770428416,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5777670064770428416.dat,34,18,16,DSCT_SXPHE,7406.0,-1.0,-1.0,1.31381,-1.0,-1.0,0.696,-1.0,-1.0,4.9805,-1.0,-1.0,1.69,-1.0,-1.0,5.0076,-1.0,-1.0
3645,5930677110851724928,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5930677110851724928.dat,34,17,17,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23737,4688971554088965376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688971554088965376.dat,27,14,13,CEP,5908.6665,5407.1333,7216.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6136,2015796789610400000,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2015796789610400000.dat,29,14,15,RRAB,5428.0,-1.0,-1.0,3.51722,-1.0,-1.0,2.121,-1.0,-1.0,3.7629,-1.0,-1.0,0.95,-1.0,-1.0,0.0996,-1.0,-1.0
2004,5818201881610681856,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5818201881610681856.dat,25,13,12,DSCT_SXPHE,7731.6665,7302.3335,8048.0,11.00282,-1.0,-1.0,1.807,-1.0,-1.0,4.1938,-1.0,-1.0,1.86,-1.0,-1.0,0.3154,-1.0,-1.0
21551,4657158353367017728,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4657158353367017728.dat,28,13,15,CEP,5270.0,5174.975,5312.5,59.24725,-1.0,-1.0,4.428,-1.0,-1.0,3.3936,-1.0,-1.0,1.77,-1.0,-1.0,0.0204,-1.0,-1.0
8750,5931824382499422208,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5931824382499422208.dat,32,16,16,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9899,430000928710454272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/430000928710454272.dat,35,18,17,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,173.81331,154.90868,175.10033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3264,5265989170338325248,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5265989170338325248.dat,26,13,13,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12648,5876223380791599872,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5876223380791599872.dat,30,15,15,RRC,-1.0,-1.0,-1.0,5.69815,-1.0,-1.0,1.218,-1.0,-1.0,4.5589,-1.0,-1.0,1.96,-1.0,-1.0,1.0843,-1.0,-1.0
4854,5926080671159121664,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5926080671159121664.dat,26,13,13,RRAB,4933.0,4849.71,5098.5376,-1.0,-1.0,-1.0,8.027999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5611,6040167298990308224,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6040167298990308224.dat,46,23,23,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7451,5976528150089669504,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5976528150089669504.dat,26,13,13,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19743,4685934011468654592,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685934011468654592.dat,26,13,13,CEP,5873.0,5409.0,6113.0,12.67472,-1.0,-1.0,1.7719999999999998,-1.0,-1.0,4.2423,-1.0,-1.0,-1.0,-1.0,-1.0,0.3596,-1.0,-1.0
12741,503769667770101504,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/503769667770101504.dat,33,16,17,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1863,2545604438912468608,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2545604438912468608.dat,28,13,15,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4153,461819588319058944,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/461819588319058944.dat,46,23,23,RRAB,4706.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4426,4684768803982788736,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4684768803982788736.dat,26,13,13,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
557,4721301937533811328,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4721301937533811328.dat,32,16,16,DSCT_SXPHE,7693.0,7304.0,8120.6665,5.8446846,4.898421,6.7909484,1.3609486000000002,1.2213773,1.509773,4.3862,-1.0,-1.0,1.68,-1.0,-1.0,0.6449,-1.0,-1.0
2562,2099187840268259840,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2099187840268259840.dat,26,13,13,DSCT_SXPHE,7398.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14593,5351546258888767616,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5351546258888767616.dat,25,13,12,RRC,4224.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7310000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14889,2025019531864544640,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2025019531864544640.dat,33,16,17,RRC,4523.904,4423.75,5042.163,12.62452,-1.0,-1.0,3.104,-1.0,-1.0,3.526,-1.0,-1.0,1.18,-1.0,-1.0,0.0394,-1.0,-1.0
5248,4815928553920831104,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4815928553920831104.dat,29,15,14,RRAB,6549.0176,6218.5,6842.0,55.070007,47.030586,63.10943,5.764450599999999,5.281339,6.393504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23393,4685859588251147392,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685859588251147392.dat,27,14,13,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14329,4404320431828242944,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4404320431828242944.dat,38,19,19,RRC,7030.0,-1.0,-1.0,6.64627,-1.0,-1.0,1.7380000000000002,-1.0,-1.0,4.1483,-1.0,-1.0,1.55,-1.0,-1.0,0.2953,-1.0,-1.0
13697,6913480252166900480,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6913480252166900480.dat,33,17,16,RRC,7098.75,6918.3335,7628.3335,6.99282,-1.0,-1.0,1.75,-1.0,-1.0,4.1481,-1.0,-1.0,1.57,-1.0,-1.0,0.2931,-1.0,-1.0
20144,4658024012635713408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658024012635713408.dat,28,14,14,CEP,5670.0,5463.3823,5972.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16302,4544048254976499584,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4544048254976499584.dat,30,15,15,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8812,5887440534025929216,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5887440534025929216.dat,29,14,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2507,6880027542173707136,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6880027542173707136.dat,25,12,13,DSCT_SXPHE,7863.0,7563.0,8128.0,3.70348,-1.0,-1.0,1.13,-1.0,-1.0,4.5723,-1.0,-1.0,1.74,-1.0,-1.0,1.2054,-1.0,-1.0
11605,5425116407270152192,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5425116407270152192.dat,31,16,15,MIRA_SR,-1.0,-1.0,-1.0,240.73859,202.98528,278.49188,47.43888,44.646423,47.69138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19655,4658059574973245056,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658059574973245056.dat,28,14,14,CEP,5779.3335,5190.3335,6911.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5800,4113465590168808704,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4113465590168808704.dat,43,22,21,RRAB,5192.2,5112.6665,5287.1104,29.05643,-1.0,-1.0,4.306,-1.0,-1.0,3.2872,-1.0,-1.0,1.31,-1.0,-1.0,0.0164,-1.0,-1.0
1787,3180893461348324864,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/3180893461348324864.dat,24,11,13,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11154,2047261861781333376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2047261861781333376.dat,30,15,15,MIRA_SR,3915.08,3379.0,4353.64,-1.0,-1.0,-1.0,157.531,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17562,6749196378707512064,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6749196378707512064.dat,25,12,13,RRD,6744.3335,6548.0,6986.5,-1.0,-1.0,-1.0,5.247000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3969,1860491940436599808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1860491940436599808.dat,33,16,17,RRAB,5569.0,-1.0,-1.0,0.73897,-1.0,-1.0,0.923,-1.0,-1.0,4.4985,-1.0,-1.0,0.98,-1.0,-1.0,1.2445,-1.0,-1.0
9388,5254424236495740544,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5254424236495740544.dat,31,15,16,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21797,4685951195664008320,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685951195664008320.dat,29,15,14,CEP,5951.0,5460.3335,7282.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1175,6910617192607558784,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6910617192607558784.dat,39,20,19,DSCT_SXPHE,7810.0,7304.0,8230.0,13.983560999999998,10.947084,17.020037,2.0424879,1.8393394,2.3352857000000005,4.003,0.1727,0.0864,1.74,0.236,0.332,0.1687,0.0446,0.0916
7506,5448560396053665408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5448560396053665408.dat,41,21,20,MIRA_SR,4202.075,3727.1233,4547.9165,-1.0,-1.0,-1.0,57.054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18978,4689011789348711680,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4689011789348711680.dat,29,14,15,T2CEP,5211.1665,4808.68,5405.0,-1.0,-1.0,-1.0,7.466,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16405,2197313794147942272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2197313794147942272.dat,31,16,15,RRC,4303.75,4194.0,4472.0,-1.0,-1.0,-1.0,5.553999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10910,5905758741308710912,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5905758741308710912.dat,22,11,11,MIRA_SR,3745.5632,3540.0999,4052.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2659,1298972043603523200,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1298972043603523200.dat,34,17,17,DSCT_SXPHE,7573.96,7174.42,7940.0,8.861397,7.460169,10.262625,1.7288517,1.5731232,1.9267712,4.129,-1.0,-1.0,1.65,-1.0,-1.0,0.2677,-1.0,-1.0
5228,5991039062224664576,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5991039062224664576.dat,46,23,23,RRAB,6779.0,-1.0,-1.0,12.27131,-1.0,-1.0,2.54,-1.0,-1.0,3.7899,-1.0,-1.0,1.45,-1.0,-1.0,0.0885,-1.0,-1.0
15264,5482525512826336768,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5482525512826336768.dat,22,11,11,RRC,6347.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1410,4217634352549228544,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4217634352549228544.dat,23,11,12,DSCT_SXPHE,7623.0,7239.44,7938.5,3.39007,-1.0,-1.0,1.17,-1.0,-1.0,4.5137,-1.0,-1.0,1.63,-1.0,-1.0,1.0171,-1.0,-1.0
24777,4685660340428715008,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685660340428715008.dat,30,16,14,CEP,6500.186,6051.5,7100.215,2.6065,-1.0,-1.0,1.245,-1.0,-1.0,4.3845,-1.0,-1.0,1.37,-1.0,-1.0,0.71,-1.0,-1.0
5665,5437286832755998848,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5437286832755998848.dat,40,20,20,RRAB,6016.0,5810.0,6410.6665,7.21973,-1.0,-1.0,1.984,-1.0,-1.0,3.9985,-1.0,-1.0,1.43,-1.0,-1.0,0.1832,-1.0,-1.0
14739,5995672369834673024,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5995672369834673024.dat,34,17,17,RRC,6649.0,-1.0,-1.0,3.74632,-1.0,-1.0,1.459,-1.0,-1.0,4.2563,-1.0,-1.0,1.4,-1.0,-1.0,0.4511,-1.0,-1.0
15427,5971300728211984384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5971300728211984384.dat,32,16,16,RRC,6832.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.263999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21603,4688973134636611072,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688973134636611072.dat,27,14,13,CEP,6505.0,6225.0,6977.25,6.01335,-1.0,-1.0,1.521,-1.0,-1.0,4.2939,-1.0,-1.0,1.66,-1.0,-1.0,0.4718,-1.0,-1.0
22407,1999252442448732288,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1999252442448732288.dat,35,19,16,CEP,4027.407,3960.0,4374.77,-1.0,-1.0,-1.0,94.72883,80.282845,97.98122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23642,4688962345655811456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688962345655811456.dat,27,14,13,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11321,2198484086845110272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2198484086845110272.dat,37,20,17,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7021,506581707421923200,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/506581707421923200.dat,79,40,39,RRAB,6039.0,-1.0,-1.0,11.86366,-1.0,-1.0,3.147,-1.0,-1.0,3.4916,-1.0,-1.0,1.12,-1.0,-1.0,0.036,-1.0,-1.0
11243,6059263002798543360,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6059263002798543360.dat,41,21,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18437,4659204991150415616,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4659204991150415616.dat,26,13,13,T2CEP,6065.967,5851.3335,6418.0,-1.0,-1.0,-1.0,9.254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7385,4301381782439920896,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4301381782439920896.dat,34,17,17,MIRA_SR,3493.9648,3281.0,3770.21,-1.0,-1.0,-1.0,60.359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15306,5875211142888363648,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5875211142888363648.dat,32,16,16,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5949,4625647582717530240,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4625647582717530240.dat,23,12,11,RRAB,6410.0,-1.0,-1.0,0.80698,-1.0,-1.0,0.728,-1.0,-1.0,4.8239,-1.0,-1.0,1.29,-1.0,-1.0,3.338,-1.0,-1.0
6641,6036721055901414144,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6036721055901414144.dat,35,17,18,RRAB,5789.5,5575.17,6418.0,11.01569,-1.0,-1.0,2.359,-1.0,-1.0,3.863,-1.0,-1.0,1.48,-1.0,-1.0,0.1128,-1.0,-1.0
7597,6071066741156630272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6071066741156630272.dat,35,18,17,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2601,5283063593779815040,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5283063593779815040.dat,22,11,11,DSCT_SXPHE,7509.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13713,6349915225069415680,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6349915225069415680.dat,30,16,14,RRC,6600.0,6250.0,6916.6665,31.27963,-1.0,-1.0,3.651,-1.0,-1.0,3.5147,-1.0,-1.0,1.59,-1.0,-1.0,0.0327,-1.0,-1.0
6776,4660422391030067328,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4660422391030067328.dat,48,23,25,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
